country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
80,716,MEX,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
75,717,LABOREX,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
80,718,TEDIS,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
80,719,UBIPHARM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
80,720,PLANETPHARMA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
75,721,SEP,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
75,722,"UBIPHARM CONGO",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
73,723,BEKER,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
73,724,DEJEN,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
73,725,DUGDA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
73,726,EBG,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,727,"EAST CANTONMENTS PHARMACY",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,728,"ERNEST CHEMISTS",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,729,GOKALS,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,730,OSONS,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,731,"REISS & CO LTD",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,732,UNICHEM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
74,733,"WORLDWIDE HEALTHCARE LTD",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
90,734,SOGUIMAP,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
90,735,SODIPHARM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
3,736,HARLEYS,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
3,737,HIGHCHEM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
3,738,SURGIPHARM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,739,COFARMA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,740,DROGEMAD,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,741,INTERPHARMA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,742,MADAPHAR,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,743,OPHAM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,744,SOMAPHAR,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
113,745,SOPHARMAD,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
93,746,"AFRICA LAB",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
93,747,CAMED,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
93,748,COPHARMA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,749,CAMEC,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,750,CHIGHUETTY,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,751,CHIVA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,752,"EL EMEL",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,753,MAURIPHARM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
94,754,"ORIGINE PHARMA",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
72,755,ANICHEM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
72,756,MSJ,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
72,757,"PHARMACIE  NOUVELLE",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
97,758,SAPHAR,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
84,759,BALMTCHAD,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
84,760,MED,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
84,761,"TCH PHARMA",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
99,762,GTPHARM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
99,763,OCDI,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
99,764,SOCOPH.,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
99,765,SOTOMED,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
99,766,UNIPHART,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
76,767,BAHARI,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
76,768,"JD PHARMACY",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
6,769,ERIS,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
6,770,LIFEPHARMA,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
77,771,CHIMIO,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
77,772,ALCHEM,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
77,773,"IBIS PHARMA",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
77,774,MULTIPHAR,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
79,775,GAPOB,,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
79,776,"U.B. PHAR S.A.",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
79,777,"PROMO PHARMA",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
87,778,"PHARMACIE DE LA NOBLESSE",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
87,779,"AUXI EXPORT",,"MAALOX PLUS 12G/+ SUSP BT1 XE",506742
