country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
BF,MEX,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CG,LABOREX,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BF,TEDIS,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BF,UBIPHARM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BF,PLANETPHARMA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CG,SEP,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CG,"UBIPHARM CONGO",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ET,BEKER,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ET,DEJEN,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ET,DUGDA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ET,EBG,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,"EAST CANTONMENTS PHARMACY",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,"ERNEST CHEMISTS",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,GOKALS,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,OSONS,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,"REISS & CO LTD",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,UNICHEM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GH,"WORLDWIDE HEALTHCARE LTD",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GN,SOGUIMAP,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GN,SODIPHARM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
KE,HARLEYS,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
KE,HIGHCHEM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
KE,SURGIPHARM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,COFARMA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,DROGEMAD,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,INTERPHARMA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,MADAPHAR,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,OPHAM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,SOMAPHAR,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MG,SOPHARMAD,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ML,"AFRICA LAB",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ML,CAMED,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
ML,COPHARMA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,CAMEC,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,CHIGHUETTY,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,CHIVA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,"EL EMEL",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,MAURIPHARM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MR,"ORIGINE PHARMA",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MU,ANICHEM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MU,MSJ,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
MU,"PHARMACIE  NOUVELLE",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
NE,SAPHAR,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TD,BALMTCHAD,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TD,MED,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TD,"TCH PHARMA",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TG,GTPHARM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TG,OCDI,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TG,SOCOPH.,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TG,SOTOMED,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TG,UNIPHART,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TZ,BAHARI,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
TZ,"JD PHARMACY",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
UG,ERIS,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
UG,LIFEPHARMA,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BI,CHIMIO,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BI,ALCHEM,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BI,"IBIS PHARMA",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BI,MULTIPHAR,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BJ,GAPOB,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BJ,"U.B. PHAR S.A.",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
BJ,"PROMO PHARMA",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,"PHARMACIE DE LA NOBLESSE",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,"AUXI EXPORT",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,"DEPOT PHARMACEUTIQUE EXTRA PLUS",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,CONCORD,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,COGEZAF,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
CD,"DEPOT PHARMACEUTIQUE SAINT SAUVEUR",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GN,"NAP PHARMA",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
GN,PROCHIPHAR,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",291024
