country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
BF,740,"MEX P/C DPBF",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
BF,741,"LABOREX BURKINA",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
BF,742,"TEDIS BURKINA",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
BF,743,"UBIPHARM BURKINA",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,744,"LABOREX CONGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,745,"LABOREX CONGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,746,"SEP - BRAZZAVILLE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,747,"SEP - POINTE NOIRE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,748,"UBIPHARM CONGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
CG,749,"UBIPHARM CONGO",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ET,750,"BEKER GENERAL BUSINESS PLC",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ET,751,"DEJEN G/MESKEL BERHE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ET,752,"DUGDA AGRO INDUSTRY P.L.C",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ET,753,"EQUATORIAL BUSINESS GROUP PLC",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,754,"EAST CANTONMENTS PHARMACY",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,755,"ERNEST CHEMISTS LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,756,"GOKALS LABOREX LIMITED",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,757,"OSONS CHEMIST LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,758,"REISS & CO (GHANA) LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,759,"UNICHEM GH. LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GH,760,"WORLDWIDE HEALTHCARE LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GN,761,"LABOREX GUINEE",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GN,762,SOGUIMAP,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
GN,763,SODIPHARM,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
KE,764,"HARLEYS LIMITED",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
KE,765,"HIGHCHEM MARKETING LTD",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
KE,766,"LABOREX KENYA",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
KE,767,"SURGIPHARM LIMITED",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,768,,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,769,,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,770,"INTERPHARMA SARL",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,771,"UBIPHARM MADAGASCAR SA",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,772,,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,773,OPHAM,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,774,SOMAPHAR,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
MG,775,SOPHARMAD,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ML,776,"AFRICA LAB",,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ML,777,,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
ML,778,COPHARMA-UBIPHARM,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",650737
