country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
80,716,MEX,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
75,717,LABOREX,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
80,718,TEDIS,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
80,719,UBIPHARM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
80,720,PLANETPHARMA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
75,721,SEP,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
75,722,"UBIPHARM CONGO",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
73,723,BEKER,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
73,724,DEJEN,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
73,725,DUGDA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
73,726,EBG,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,727,"EAST CANTONMENTS PHARMACY",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,728,"ERNEST CHEMISTS",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,729,GOKALS,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,730,OSONS,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,731,"REISS & CO LTD",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,732,UNICHEM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
74,733,"WORLDWIDE HEALTHCARE LTD",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
90,734,SOGUIMAP,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
90,735,SODIPHARM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
3,736,HARLEYS,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
3,737,HIGHCHEM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
3,738,SURGIPHARM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,739,COFARMA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,740,DROGEMAD,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,741,INTERPHARMA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,742,MADAPHAR,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,743,OPHAM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,744,SOMAPHAR,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
113,745,SOPHARMAD,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
93,746,"AFRICA LAB",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
93,747,CAMED,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
93,748,COPHARMA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,749,CAMEC,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,750,CHIGHUETTY,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,751,CHIVA,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,752,"EL EMEL",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,753,MAURIPHARM,,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
94,754,"ORIGINE PHARMA",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",628074
