country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
,MEX,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,LABOREX,,"ASAQ 50MG TAB 25BLIX3 EX",1
,TEDIS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,UBIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,PLANETPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SEP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"UBIPHARM CONGO",,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,BEKER,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,DEJEN,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,DUGDA,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,EBG,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EAST CANTONMENTS PHARMACY",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ERNEST CHEMISTS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,GOKALS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,OSONS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"REISS & CO LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,UNICHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"WORLDWIDE HEALTHCARE LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOGUIMAP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SODIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,HARLEYS,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,HIGHCHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,SURGIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,COFARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,DROGEMAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,INTERPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,MADAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,OPHAM,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,SOMAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,SOPHARMAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"AFRICA LAB",,"ASAQ 50MG TAB 25BLIX3 EX",1
,CAMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CAMEC,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CHIGHUETTY,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CHIVA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EL EMEL",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MAURIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ORIGINE PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,ANICHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,MSJ,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,"PHARMACIE  NOUVELLE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,BALMTCHAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
,MED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"TCH PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,GTPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,OCDI,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOCOPH.,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOTOMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,UNIPHART,,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,BAHARI,,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,"JD PHARMACY",,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,ERIS,,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,LIFEPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CHIMIO,,"ASAQ 50MG TAB 25BLIX3 EX",1
,ALCHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"IBIS PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MULTIPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,GAPOB,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"U.B. PHAR S.A.",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PROMO PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE LA NOBLESSE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"AUXI EXPORT",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"DEPOT PHARMACEUTIQUE EXTRA PLUS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,CONCORD,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COGEZAF,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"DEPOT PHARMACEUTIQUE SAINT SAUVEUR",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"NAP PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,PROCHIPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"KALOUM PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"AMIALSAR ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"FEELA PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMA GROUPE INTERNATIONAL PGI",,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,DICOPROPHAGI,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"G.C. PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EL WATANIYA PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,ESSALAMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SALAMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"GKDIS PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"W PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"BARAKATT MEDICAL",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"RAHMA PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SNIM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ESSIHA AVIA PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MAURIMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"GAM PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"COMPAGNIE PHARMACEUTIQUE AFRICAINE",,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,HML,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CENTRAPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COPHARMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"NOUVELLE PHARMACIE DE LA SANTE PUBLIQUE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SIAP PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE NOUVELLE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"GRANDE PHARMACIE DE LA CORNE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE LA NATION",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE L'OCEAN INDIEN",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE DJIBOUTI",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"GRANDE PHARMACIE DES FORESTIERS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,PHARMAGABON,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE ANJOUANAISE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHIE TRALENI-GOBADJOU",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DES COMORES",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE LA CORNICHE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SUN ENTERPRISES",,"ASAQ 50MG TAB 25BLIX3 EX",1
,KIPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,DUOPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COPHASE,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"YASH PHARMACEUTICALS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE L-INDEPENDANCE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DES ECOLES",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE ESPERANCE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,DISTRIPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ABACUS PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"NEW AVAKASH INTERNATIONAL",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE PK 12",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,P.N.A,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE DE LA REPUBLIQUE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PAX PHARMA LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"CAISSE NATIONALE DE LA SECURITE SOCIALE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,GEFARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE YASSINE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SKY PHARMACEUTICALS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,PHARMACAM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOGEN,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,IOTRAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"A.M.T. PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,EPDIS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SANOFI AVENTIS CI",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"UNION BENINOISE DE PHARMACIENS",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PHARMACIE NATIONALE D-APPROVISIONNEMENT",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SANOFI AVENTIS GABON",,"ASAQ 50MG TAB 25BLIX3 EX",1
,PROPHARMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SANOFI AVENTIS CONGO",,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,"VITAL SUPPLIES",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MERCAFAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,DPBF,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"MEX P/C DPBF",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX BRZ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX PNR",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX CONGO",,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,TEDIS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"TEDIS C/M BURKINA FASO",,"ASAQ 50MG TAB 25BLIX3 EX",1
,UBIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"PLANETPHARMA S.A.    BF",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX BRZ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX BRZ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX PNR",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX POINTE NOIRE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SEP BRZ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SOCIETE EQUATORIALE PHARMACEUTIQUE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SEP - BRAZZAVILLE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SEP PNR",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"UBI BRZ",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"UBI PNR",,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,Beker,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,"BEKER GENERAL BUSINESS PLC",,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,"DEJEN G/MESKEL BERHE",,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,Dejen,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,Dugda,,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,"DUGDA AGRO INDUSTRY P.L.C",,"ASAQ 50MG TAB 25BLIX3 EX",1
ET,EBG,,"ASAQ 50MG TAB 25BLIX3 EX",1
,ECP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,ECP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EAST CANTONMENTS PHARMACY",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EAST CANTONMENTS PHARMACY LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ERNEST CHEMIST",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ERNEST CHEMISTS LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"GOKALS LABOREX LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
,GOKALS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"OSONS CHEMIST LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"OSONS CHEMISTS LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
,OSONS,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"REISS & CO",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"REISS & CO (GHANA) LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"REISS & CO (GHANA) LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"UNICHEM GH. LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,UNICHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,WHL,,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX GUINEE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SGIP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOGUIMAP,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SODIPH,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SODIPHARM  S.A.",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,Harleys,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,"HARLEYS LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,Highchem,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,"HIGHCHEM MARKETING LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,"HIGHCHEM MARKETING LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,"LABOREX KENYA LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,"LABOREX KENYA",,"ASAQ 50MG TAB 25BLIX3 EX",1
KE,Surgipharm,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,COFARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,"C O F A R M A",,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,DROGEMAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,INTERPHARMA,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,"INTERPHARMA SARL",,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,"MADAPHAR UBIPHARM",,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,"UBIPHARM MADAGASCAR SA",,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,MADAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,MADIPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,OPHAM,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,SOMAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,SOPHARMAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
MG,"S O P H A R M A D  S.A",,"ASAQ 50MG TAB 25BLIX3 EX",1
,AFRICA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"AFRICA LAB",,"ASAQ 50MG TAB 25BLIX3 EX",1
,CAMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,COPHARMA-UBIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX MALI SA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,CAMEC,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"C A M E C",,"ASAQ 50MG TAB 25BLIX3 EX",1
,CHIGHUETTY,,"ASAQ 50MG TAB 25BLIX3 EX",1
,CHIVA,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"CHIVA - MEDICA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EL EMEL",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"EL EMEL PHARMA SA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX MAURITANIE S.A.",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX MAURITANIE",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MAURIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ORIGINE PH",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ORIGINE PHARMA  S.A.R.L.",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"ORIGINE PHARMA",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOMAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,ANICHEM,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,"Anichem ",,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,"ANICHEM PHARMACY",,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,MSJ,,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,"MSJ LTD - UNICORN TRADING",,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,"UNICORN (MSJ LTD)",,"ASAQ 50MG TAB 25BLIX3 EX",1
MU,PNL,,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX NIGER",,"ASAQ 50MG TAB 25BLIX3 EX",1
,SAPHAR,,"ASAQ 50MG TAB 25BLIX3 EX",1
,UBI,,"ASAQ 50MG TAB 25BLIX3 EX",1
,BALMTCHAD,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"SOCIETE BALM - TCHAD S.A/AG",,"ASAQ 50MG TAB 25BLIX3 EX",1
,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"LABOREX TCHAD",,"ASAQ 50MG TAB 25BLIX3 EX",1
,MED-PHARMT,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"MED PHARMAT",,"ASAQ 50MG TAB 25BLIX3 EX",1
,"TCH PHARM",,"ASAQ 50MG TAB 25BLIX3 EX",1
,GTPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,OCDI,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOCOPH.,,"ASAQ 50MG TAB 25BLIX3 EX",1
,SOTOMED,,"ASAQ 50MG TAB 25BLIX3 EX",1
,UNIPHART,,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,Bahari,,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,"BAHARI PHARMACY LIMITED",,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,JD,,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,"J.D. PHARMACY LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
TZ,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,Eris,,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,"ERIS  LTD",,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,Laborex,,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,LifePharma,,"ASAQ 50MG TAB 25BLIX3 EX",1
UG,Surgipharm,,"ASAQ 50MG TAB 25BLIX3 EX",1
,UBIPHARM,,"ASAQ 50MG TAB 25BLIX3 EX",1
,"TEDIS  BURKINA        CL",,"ASAQ 50MG TAB 25BLIX3 EX",1
