country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
BF,MEX,,"LACTACYD 120ML LIQSO BT1 XD",671563
CG,LABOREX,,"LACTACYD 120ML LIQSO BT1 XD",671563
BF,TEDIS,,"LACTACYD 120ML LIQSO BT1 XD",671563
BF,UBIPHARM,,"LACTACYD 120ML LIQSO BT1 XD",671563
BF,PLANETPHARMA,,"LACTACYD 120ML LIQSO BT1 XD",671563
CG,SEP,,"LACTACYD 120ML LIQSO BT1 XD",671563
CG,"UBIPHARM CONGO",,"LACTACYD 120ML LIQSO BT1 XD",671563
ET,BEKER,,"LACTACYD 120ML LIQSO BT1 XD",671563
ET,DEJEN,,"LACTACYD 120ML LIQSO BT1 XD",671563
ET,DUGDA,,"LACTACYD 120ML LIQSO BT1 XD",671563
ET,EBG,,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,"EAST CANTONMENTS PHARMACY",,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,"ERNEST CHEMISTS",,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,GOKALS,,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,OSONS,,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,"REISS & CO LTD",,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,UNICHEM,,"LACTACYD 120ML LIQSO BT1 XD",671563
GH,"WORLDWIDE HEALTHCARE LTD",,"LACTACYD 120ML LIQSO BT1 XD",671563
GN,SOGUIMAP,,"LACTACYD 120ML LIQSO BT1 XD",671563
GN,SODIPHARM,,"LACTACYD 120ML LIQSO BT1 XD",671563
KE,HARLEYS,,"LACTACYD 120ML LIQSO BT1 XD",671563
KE,HIGHCHEM,,"LACTACYD 120ML LIQSO BT1 XD",671563
KE,SURGIPHARM,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,COFARMA,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,DROGEMAD,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,INTERPHARMA,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,MADAPHAR,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,OPHAM,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,SOMAPHAR,,"LACTACYD 120ML LIQSO BT1 XD",671563
MG,SOPHARMAD,,"LACTACYD 120ML LIQSO BT1 XD",671563
ML,"AFRICA LAB",,"LACTACYD 120ML LIQSO BT1 XD",671563
ML,CAMED,,"LACTACYD 120ML LIQSO BT1 XD",671563
ML,COPHARMA,,"LACTACYD 120ML LIQSO BT1 XD",671563
MR,CAMEC,,"LACTACYD 120ML LIQSO BT1 XD",671563
MR,CHIGHUETTY,,"LACTACYD 120ML LIQSO BT1 XD",671563
MR,CHIVA,,"LACTACYD 120ML LIQSO BT1 XD",671563
