country,distributor_id,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid
BF,666,DPBF,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
BF,667,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
BF,668,TEDIS,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
BF,669,UBIPHARM,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,670,"LABOREX BRZ",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,671,"LABOREX PNR",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,672,"SEP BRZ",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,673,"SEP PNR",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,674,"UBI BRZ",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
CG,675,"UBI PNR",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ET,676,Beker,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ET,677,Dejen,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ET,678,Dugda,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ET,679,EBG,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,680,ECP,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,681,"ERNEST CHEMIST",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,682,GOKALS,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,683,OSONS,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,684,"REISS & CO",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,685,UNICHEM,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GH,686,WHL,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GN,687,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GN,688,SGIP,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
GN,689,SODIPH,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
KE,690,Harleys,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
KE,691,Highchem,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
KE,692,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
KE,693,Surgipharm,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,694,COFARMA,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,695,DROGEMAD,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,696,INTERPHARMA,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,697,"MADAPHAR UBIPHARM",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,698,MADIPHAR,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,699,OPHAM,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,700,SOMAPHAR,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MG,701,SOPHARMAD,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ML,702,AFRICA,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ML,703,CAMED,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ML,704,COPHAR,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
ML,705,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,706,CAMEC,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,707,CHIGHUETTY,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,708,CHIVA,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,709,"EL EMEL",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,710,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,711,MAURIPHARM,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,712,"ORIGINE PH",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MR,713,SOMAPHAR,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MU,714,ANICHEM,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MU,715,"Anichem ",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MU,716,MSJ,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
MU,717,PNL,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
NE,718,Laborex,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
NE,719,SAPHAR,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
NE,720,UBI,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
TD,721,BALMTCHAD,,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",168279
