product_description,quantity,country,distributor
Bioferon Capsules 30's,303,KE,Harleys
Bronchicum Elixir S 100ml,1249,KE,Harleys
Buscopan injection 20mg/ml  - 5s,136,KE,Harleys
Buscopan plus tablets 50's,3444,KE,Harleys
Ercefuryl 4% Syrup 90ml,79,KE,Harleys
Ibex Capsule 2 x 12's,1005,KE,Harleys
Maalox Suspension 350ml,142,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,3408,KE,Harleys
No-Spa 40mg/2ml Injection 25's,21,KE,Harleys
NO-SPA Tablets 40mg 100's,67,KE,Harleys
No-Spa Tablets 40mg 20's,2,KE,Harleys
Paraflam Tablets 10's,166,KE,Harleys
Rhinathiol 2% Syrup 125ml - Paed,977,KE,Harleys
Rhinathiol 5% Syrup 125ml,482,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,1576,KE,Harleys
Amaryl M 2mg/500mgtablets 30's,251,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,2,KE,Harleys
Amaryl Tablets 1mg  30's,142,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,3,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,41,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,25,KE,Harleys
Aprovel 150mg tablets 28's,60,KE,Harleys
Aprovel 300mg tablets 28's,23,KE,Harleys
Axacef 250mg Tablets 10's,127,KE,Harleys
Axacef 500mg Tablets 10's,594,KE,Harleys
Clexane 40mg inj 2's,502,KE,Harleys
Clexane 60mg inj 2's,34,KE,Harleys
Clexane 80mg injection 2's,129,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,120,KE,Harleys
Cordarone Tablets 200mg 30's,4,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,399,KE,Harleys
Flagentyl  500mg Tablets 4's,1677,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,919,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,68,KE,Harleys
Fleming 1gm Tablets 14's,889,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,-100,KE,Harleys
Fleming 625mg Tablets 14's,1171,KE,Harleys
Lantus 300iu /3ml inj  Cartridges  5'S - COLD CHAIN,8,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,243,KE,Harleys
Lantus vial 10ml - COLD CHAIN,7,KE,Harleys
Maalox plus 200mg (4x10),6,KE,Harleys
Orelox 100mg tablets 10's,237,KE,Harleys
Orelox 200mg Tablets 10's,143,KE,Harleys
Orelox 40mg/5ml suspension 100ml,446,KE,Harleys
Orelox 40mg/5ml suspension 50ml,214,KE,Harleys
Plavix 75mg Tablets 28's,52,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,419,KE,Harleys
Tavanic 500mg inj 1FL 100ml,21,KE,Harleys
Tavanic Tablets 500mg 5's,254,KE,Harleys
Taxotere 20mg/Vial,1,KE,Harleys
Tritace 5mg tablets 28's,111,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,15,KE,Harleys
