GMID,movement_code,Quantity,discount,Customer Name,Country,Distributor
261605,SA,144,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261605,SA,176,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261605,SA,55,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261605,SA,1344,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261605,SA,1008,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261605,SA,105,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261610,SA,144,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261610,SA,1008,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261610,SA,1680,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
196680,SA,432,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306222,SA,450,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306222,SA,1260,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306222,SA,24,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306222,SA,66,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306225,SA,32,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306225,SA,1080,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306225,SA,630,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306225,SA,58,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306226,SA,360,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306226,SA,22,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
306226,SA,68,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
551042,SA,1800,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,352,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,26,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,6,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,64,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,160,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
643216,SA,32,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
502299,SA,1120,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
287552,SA,96,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
287552,SA,384,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
287552,SA,94,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
287552,SA,40,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
287552,SA,288,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
298689,SA,66,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
298689,SA,69,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
298689,SA,1215,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
545747,SA,57,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
545747,SA,43,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
545747,SA,400,,BEKER GENERAL BUSINESS PLC,ET,EPDIS
261604,SA,152,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261604,SA,28,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261604,SA,540,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261604,SA,180,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261605,SA,4032,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261610,SA,44,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261610,SA,292,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261610,SA,2016,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
261610,SA,672,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306222,SA,56,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306222,SA,34,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306222,SA,990,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306222,SA,1350,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306225,SA,86,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306225,SA,990,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306225,SA,4,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306225,SA,1890,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
306226,SA,990,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
247831,SA,1512,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
247832,SA,105,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
247832,SA,39,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
247832,SA,144,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
247832,SA,432,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,320,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,1200,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,28,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,12,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,24,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,544,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,8,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,288,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,32,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
643216,SA,576,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
502299,SA,168,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
502299,SA,27,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
502299,SA,29,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
502299,SA,1232,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
502299,SA,1568,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
505579,SA,2160,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,135,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,405,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,1,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,69,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,1755,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,135,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,65,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
298689,SA,405,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
545747,SA,1100,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
545747,SA,500,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,240,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,1400,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY P.L.C,ET,EPDIS
