country,distributor,distributor_customer_name,sanofi_customer_name
KE,Highchem,AIC KIJABE HOSPITAL,A.I.C. KIJABE HOSPITAL
KE,Highchem,ALFAJIRI PHARMACEUTICALS LTD,ALFAJIRI PHARMACEUTICALS LTD
KE,Highchem,AMYLIN CHEMIST,AMYLIN CHEMIST
KE,Highchem,BATIAN PEAK PHARMACEUTICALS LTD,BATIAN PEAK PHARMACEUTICALS LTD
KE,Highchem,BEL-EA PHARMACY LTD,BEL-EA PHARMACY LTD
KE,Highchem,BELMONT PHARMACEUTICALS LTD,BELMONT PHARMACEUTICALS LTD
KE,Highchem,BILOVA CHEMIST,BILOVA CHEMIST
KE,Highchem,BUNGOMA WEST CHEMIST,BUNGOMA WEST CHEMIST LTD.
KE,Highchem,CANAAN PHARMACEUTICALS LTD,CANAAN PHARMACEUITICAL LTD
KE,Highchem,CARE CHEMIST LTD,CARE CHEMIST LTD
KE,Highchem,CARE CHEMISTS LTD,CARE CHEMIST LTD
KE,Highchem,COPTIC HOSPITAL,COPTIC HOSPITAL
KE,Highchem,D.O.D - ARMY DRUG STORE,KENYA ARMY HEADQUARTERS
KE,Highchem,DALLAS CHEMIST,DALLAS CHEMIST
KE,Highchem,DIADEMS PHARMACY LTD,DIADEMS PHARMACY LTD
KE,Highchem,DIKAT PHARMA LIMITED,DIKAT PHARMA LIMITED
KE,Highchem,DISCHEM PHARMACIE,DISCHEM PHARMACIE
KE,Highchem,DR. IGNATIUS MUTURI,DR. IGNATIUS MUTURI
KE,Highchem,EASTLEIGH PHARMACEUTICALS,EASTLEIGH PHARMACEUTICALS LTD
KE,Highchem,ELDOBASE CHEMISTS LIMITED,ELDOBASE CHEMIST
KE,Highchem,ELDOHOSP PHARMACEUTICALS [NAIROBI],ELDOHOSP PHARMACEUTICALS LTD - Nairobi
KE,Highchem,ELDOHOSP PHARMACEUTICALS LTD [ELD],ELDOHOSP PHARMACEUTICALS LTD - Eldoret
KE,Highchem,ELMART PHARMA LIMITED,ELMART PHARMA LTD
KE,Highchem,EMBU CHILDREN HOSPITAL,EMBU CHILDREN HOSPITAL
KE,Highchem,FAMILY HEALTH OPTIONS KENYA,FAMILY HEALTH OPTIONS KENYA
KE,Highchem,FANSHO PHARMACY,FANSHO PHARMACY
KE,Highchem,GARLANDS MEDICAL CENTRE LTD,GARLANDS MEDICAL CENTRE LTD
KE,Highchem,GATHIMAINI PHARMACY CO LTD,GATHIMAINI PHARMACY
KE,Highchem,GENERICS AFRICA LIMITED,GENERIC AFRICA LTD
KE,Highchem,GETRUDE'S GARDEN CHILDREN HOSP,GERTRUDE'S CHILDREN HOSPITAL
KE,Highchem,GOLDLIFE PHARMACEUTICALS LTD,GOLDLIFE PHARMACEUTICALS LTD
KE,Highchem,HALLEL PHARMACY,HALLEL PHARMACY
KE,Highchem,HARIPHARM PHARMACY LTD,HARIPHARM PHARMACY LTD
KE,Highchem,HIGHCHEM PHARMA CASH ACCOUNT,HIGHCHEM PHARMACEUTICALS
KE,Highchem,HIGHRIDGE PHARMACY LTD,HIGHRIDGE PHARMACY LTD
KE,Highchem,JASLIM PHARMACY LTD,JASLIM PHARMACY LTD
KE,Highchem,KANGEMA MEDICAL SERVICES,KANGEMA MEDICAL SERVICES
KE,Highchem,KAVAKAVA PHARMACY LTD,KAVAKAVA PHARMACY LTD
KE,Highchem,KENTONS  LTD,KENTONS LIMITED KISUMU AC
KE,Highchem,KRISHNA CHEMIST LTD,KRISHNA CHEMIST LTD
KE,Highchem,LAIKIPIA PHARMACY LTD,LAIKIPIA PHARMACY
KE,Highchem,LIMELIGHT CHEMISTS,LIMELIGHT CHEMIST
KE,Highchem,LIPTER CHEMIST,Lipter Chemist
KE,Highchem,MAKADARA CHEMISTS LTD,MAKADARA CHEMISTS LTD. - MOMBASA
KE,Highchem,MALIBU PHARMACY LTD,MALIBU PHARMACY
KE,Highchem,MBETI PHARMACY EMBU,MBETI PHARMACY
KE,Highchem,MEDFAST PHARMACY LTD,MEDFASTPHARMACY LTD
KE,Highchem,MEDIHEAL SOURCING LIMITED,MEDIHEAL SOURCING LIMITED
KE,Highchem,MEDIMART HEALTHCARE: THIKA RD,MEDIMART HEALTHCARE LTD - THIKA ROAD
KE,Highchem,MEDINA PHARMACY LIMITED,MEDINA PHARMACY LIMITED
KE,Highchem,MEDINA REMEDIES LTD,MEDINA REMEDIES LIMITED       
KE,Highchem,MID-RIFT PHARMACY LTD,MID-RIFT PHARMACY LTD
KE,Highchem,MODANA PHARMACEUTICAL,MODANA PHARMACEUTICAL
KE,Highchem,MOMBASA HOSPITAL,MOMBASA HOSPITAL
KE,Highchem,MUTINDWA CHEMISTS LTD,MUTINDWA CHEMISTS LTD
KE,Highchem,NATIONAL INTELLIGENCE SERVICE,NATIONAL INTELLIGENCE SERVICE
KE,Highchem,NILA PHARMACEUTICALS,NILA PHARMACEUTICALS
KE,Highchem,NILSON PHARMACEUTICALS LTD,NILSON PHARMACEUTICALS LTD
KE,Highchem,NORTHERN PHARMACY LTD,NORTHERN PHARMACY
KE,Highchem,OMAERA PHARMACEUTICALS,OMAERA PHARMACEUTICALS LTD.
KE,Highchem,ORION PHARMACY LTD - FOREST PL,ORION PHARMACY LTD.
KE,Highchem,ORION PHARMACY LTD - MUTHAIGA,ORION PHARMACY LTD.
KE,Highchem,OTHAYA CHEMIST,OTHAYA CHEMISTS
KE,Highchem,OUTSPAN HOSPITAL- NYERI,NYERI MED SERV LTD/OUTSPAN HSP
KE,Highchem,PHARMA & ALLIED LOGISTICS LTD,PHARMA & ALLIED LOGISTICS LTD
KE,Highchem,PHARMACEUTICA'85 LTD,PHARMACEUTICA (1985) LTD
KE,Highchem,PHARMART ABC CHEMIST LIMITED.,PHARMART CHEMIST LIMITED.
KE,Highchem,PHARMART GALLERIA CHEMIST LTD,PHARMART CHEMIST LIMITED.
KE,Highchem,PHILMED PHARMACY,PHILMED LIMITED
KE,Highchem,PORTAL PHARMACY LTD,PORTAL PHARMACY
KE,Highchem,PRIORITY CHEMIST,PRIORITY CHEMIST
KE,Highchem,RAFIKI CHEMIST,RAFIKI CHEMISTS
KE,Highchem,RAM PHARMACEUTICALS LTD,RAM PHARMACEUTICALS LIMITED
KE,Highchem,REALE HOSPITAL,REALE MEDICAL CENTRE LTD.
KE,Highchem,SAKO PHARMACEUTICALS,SAKO PHARMACEUTICALS
KE,Highchem,SEASIDE PHARMACY,SEASIDE PHARMACEUTICALS - MOMBASA
KE,Highchem,SHIFA CHEM LIMITED,SHIFA CHEM LTD. - MOMBASA
KE,Highchem,SURGIK PHARMACEUTICALS LTD,SURGIK PHARMACEUTICALS LTD
KE,Highchem,SYMBIO HEALTHCARE LIMITED,SYMBIO HEALTHCARE LIMITED
KE,Highchem,TARACHEM PHARMACEUTICALS,TARACHEM PHARMACEUTICALS
KE,Highchem,TEMPLE STORES PHARMACY,TEMPLE STORES PHARMACEUTICALS
KE,Highchem,TENWEK HOSPITAL,TENWEK HOSPITAL
KE,Highchem,THE NAIROBI HOSPITAL,THE NAIROBI HOSPITAL
KE,Highchem,TRANSCHEM PHARMACEUTICALS,TRANSCHEM PHARMACEUTICALS
KE,Highchem,TRANSWIDE PHARMACEUTICALS LTD,TRANSWIDE PHARMACEUTICALS LTD
KE,Highchem,VETERAN PHARMACEUTICALS LTD,VETERAN PHARMACEUTICALS LTD
KE,Highchem,VICTORIA HEALTHCARE LIMITED,VICTORIA HEALTHCARE LTD
KE,Highchem,WELLMED PHARMACEUTICALS LTD,WELLMED PHARMACEUTICALS LTD
KE,Highchem,ZEN PHARMACEUTICALS,ZEN PHARMACEUTICALS
KE,Laborex,A TO Z PHARMACY LTD           ,A TO Z PHARMACY LTD
KE,Laborex,A.I.C. KIJABE HOSPITAL        ,A.I.C. KIJABE HOSPITAL
KE,Laborex,AAR HEALTHCARE KENYA LTD      ,AAR HEALTHCARE KENYA LTD
KE,Laborex,ABAAHI PHARMA                 ,ABAAHI CHEMIST
KE,Laborex,ACHIRAL PHARMACEUTICALS       ,ACHIRAL PHARMACEUTICALS
KE,Laborex,ADAKIM CHEMIST                ,ADAKIM CHEMIST
KE,Laborex,ADAMS ARCADE BRICK PHARMA LTD ,ADAMS ARCADE BRICK PHARMA LTD 
KE,Laborex,ADORA CHILDREN CLINIC         ,ADORA CHILDREN CLINIC
KE,Laborex,ADVENT MED & DENT CARE CENTER ,ADVENT MED & DENT CARE CENTER 
KE,Laborex,AFRICA GREATNESS PHARMA       ,A G PHARMACEUTICAL
KE,Laborex,AFRICAN PHARMACEUTICALS LTD   ,AFRICAN PHARMACEUTICALS LTD
KE,Laborex,AFYA FIRST MEDICAL CENTRE     ,AFYA FIRST MEDICAL CENTRE
KE,Laborex,AGA KHAN HOSPITAL KISUMU      ,AGA KHAN HOSPITAL KISUMU
KE,Laborex,AL RIYADH CHEMIST             ,AL RIYADH CHEMIST
KE,Laborex,AL-AMIN HOSPITAL LIMITED      ,AL-AMIN HOSPITAL LIMITED      
KE,Laborex,ALFAJIRI PHARMACEUTICALS LTD  ,ALFAJIRI PHARMACEUTICALS LTD
KE,Laborex,AL-HIDDAYA PHARMACEUTICALS LTD,AL-HIDDAYA PHARMACEUTICALS LTD.
KE,Laborex,ALLIANCE MEDICAL CENTRE MOMBAS,ALLIANCE MEDICAL CENTER
KE,Laborex,AL-MANAAR PHARMACEUTICAL LTD  ,AL-MANAAR PHARMACEUTICAL LTD
KE,Laborex,AMBER MEDICAL CLINIC          ,AMBER MEDICAL CLINIC
KE,Laborex,AMYLIN CHEMIST                ,AMYLIN CHEMIST
KE,Laborex,ANDES PHARMACY                ,ANDES PHARMACY                
KE,Laborex,ANISA OMAR                    ,ANISA OMAR
KE,Laborex,ANSELL PHARMACEUTICALS LTD    ,ANSELL PHARMACEUTICALS LTD
KE,Laborex,APEC PHARMACY LTD             ,APEC PHARMACY LTD
KE,Laborex,APPEX HOSPITAL                ,APPEX HOSPITAL                
KE,Laborex,APPLEGENE PHARMACY LTD        ,APPLEGENE PHARMACY LTD
KE,Laborex,ARACHIS PHARMACEUTICALS LTD   ,ARACHIS PHARMACEUTICALS LTD
KE,Laborex,ARAP TOSHA PHARMACY           ,ARAP TOSHA PHARMACY           
KE,Laborex,ASS BATTERY MAN EA LTD        ,ASSOCIATED BATTERY MANUFACTURERS (E.A) LIMITED
KE,Laborex,ASSOCIATED VEHICLE ASSEMBLERS ,ASSOCIATED VEHICLE ASSEMBLERS
KE,Laborex,ASTRAPHARM CHEMIST LIMITED    ,ASTRAPHARM CHEMIST LIMITED
KE,Laborex,ATHICHEM CHEMIST              ,ATHICHEM CHEMIST              
KE,Laborex,ATOM PHARMACEUTICAL LTD       ,ATOM PHARMACEUTICAL LTD
KE,Laborex,AVA PHARMACY LTD              ,AVA PHARMACY LTD
KE,Laborex,AVENUE GARDEN CITY            ,AVENUE HEALTHCARE GARDEN CITY
KE,Laborex,AVENUE HEALTHCARE BURUBURU    ,AVENUE HEALTHCARE-BURUBURU
KE,Laborex,AVENUE HEALTHCARE ELDORET     ,AVENUE HEALTHCARE - ELDORET
KE,Laborex,AVENUE HEALTHCARE EMBAKASI    ,AVENUE HEALTHCARE - EMBAKASI
KE,Laborex,AVENUE HEALTHCARE ENTERPRISE  ,AVENUE HEALTHCARE - ENTERPRISE
KE,Laborex,AVENUE HEALTHCARE GREENSPAN   ,AVENUE HEALTHCARE-GREENSPAN MALL
KE,Laborex,AVENUE HEALTHCARE L CHANGAMWE ,AVENUE HEALTHCARE-CHANGAMWE
KE,Laborex,AVENUE HEALTHCARE LANGATA     ,AVENUE HEALTHCARE-LANGATA
KE,Laborex,AVENUE HEALTHCARE LTD KISUMU  ,AVENUE HEALTHCARE - KISUMU
KE,Laborex,AVENUE HEALTHCARE LTD MOMBASA ,AVENUE HEALTHCARE LTD MOMBASA
KE,Laborex,AVENUE HEALTHCARE LTD NAIROBI ,AVENUE HEALTHCARE - NAIROBI BRANCH
KE,Laborex,AVENUE HEALTHCARE LTD NAKURU  ,AVENUE HEALTHCARE - NAKURU
KE,Laborex,AVENUE HEALTHCARE LTD THIKA BR,AVENUE HEALTHCARE LTD THIKA BR
KE,Laborex,AVENUE HOSPITAL               ,AVENUE HOSPITAL LTD.
KE,Laborex,AVENUE NGONG ROAD             ,AVENUE HEALTHCARE - NGONG ROAD
KE,Laborex,AVENUE RONGAI                 ,AVENUE HEALTHCARE - RONGAI
KE,Laborex,AVENUE SOUTH C                ,AVENUE HEALTHCARE-SOUTH C
KE,Laborex,AXITA PHARMACY                ,AXITA PHARMACY LTD
KE,Laborex,BADAR PHARMACY LTD            ,BADAR PHARMACY LTD.
KE,Laborex,BAKPHARM LIMITED              ,BAKPHARM LIMITED              
KE,Laborex,BARAKAAT CHEMIST LIMITED      ,BARAKAAT CHEMIST LIMITED
KE,Laborex,BASPEN SYOKIMAU COTAGE HOSPITA,BASPEN SYOKIMAU COTAGE HOSPITA
KE,Laborex,BATIAN PEAK  PHARMACY         ,BATIAN PEAK PHARMACEUTICALS LTD
KE,Laborex,BECAMOL CHEMIST               ,BECAMOL CHEMIST
KE,Laborex,BEIRUT PHARMA & MEDICAL LTD   ,BEIRUT PHARMA & MEDICAL LTD   
KE,Laborex,BEKY HOLDINGS PHARMACY LTD    ,BEKY HOLDINGS PHARMACY LTD
KE,Laborex,BEL-EA PHARMACY LTD           ,BEL-EA PHARMACY LTD
KE,Laborex,BELEVIEW SOUTH HOSPITAL       ,BELLEVIEW SOUTH HOSPITAL       
KE,Laborex,BELMONT PHARMACEUTICALS LIMITE,BELMONT PHARMACEUTICALS LTD
KE,Laborex,BENORA PHARMACY LTD           ,BENORA PHARMACY LTD
KE,Laborex,BENTA AND LEON HEALTHCARE LTD ,BENTA AND LEON HEALTHCARE LTD 
KE,Laborex,BERYL PHARMACY                ,BERYL PHARMACY
KE,Laborex,BETALIFE CHEMIST              ,BETALIFE CHEMIST              
KE,Laborex,BIBO PHARMACEUTICALS LTD      ,BIBO PHARMACEUTICALS LTD
KE,Laborex,BIGSTAR PHARMACY              ,BIGSTAR PHARMACY
KE,Laborex,BILOVA CHEMIST                ,BILOVA CHEMISTS LTD
KE,Laborex,BLISS HEALTHCARE LIMITED      ,BLISS GVS HEALTHCARE LTD/ ASTERIXS
KE,Laborex,BLISSPHARM CHEMIST            ,BLISSPHARM CHEMIST
KE,Laborex,BLUE OAK PHARMACY             ,BLUE OAK PHARMACY-CASH
KE,Laborex,BOMA MEDICARE LTD             ,BOMA MEDICARE LTD
KE,Laborex,BOMENI CHEMIST LTD            ,BOMENI CHEMIST LTD
KE,Laborex,BONDENI CHEMIST               ,BONDENI CHEMIST - MOMBASA
KE,Laborex,BRAMALL PHARMACY LIMITED      ,BRAMALL PHARMACY
KE,Laborex,BUDGET PHARMACEUTICAL LTD     ,BUDGET PHARMACEUTICAL LTD     
KE,Laborex,BUNGOMA CHEMIST               ,BUNGOMA CHEMIST LIMITED
KE,Laborex,BUNGOMA WEST MEDICAL SERVICES ,BUNGOMA WEST MEDICAL SERVICES
KE,Laborex,BURHANI PHARMACY              ,BURHANI PHARMACY - MOMBASA
KE,Laborex,CANAAN PHARMACEUITICAL LTD    ,CANAAN PHARMACEUITICAL LTD
KE,Laborex,CARE AND CURE PHARMACY        ,CARE AND CURE PHARMACY        
KE,Laborex,CARE CHEMISTS                 ,CARE CHEMIST LTD
KE,Laborex,CARE HOSPITAL LIMITED         ,CARE HOSPITAL LIMITED
KE,Laborex,CASH ACCOUNT  KOINANGE        ,CASH SALES CUSTOMER - NAIROBI
KE,Laborex,CEDAR CLINICAL ASSOCIATES     ,CEDAR CLINICAL ASSOCIATES
KE,Laborex,CENTRAL BANK OF KENYA         ,CENTRAL BANK OF KENYA
KE,Laborex,CENTRE FOR TROPICAL&TRAVEL MED,CENTRE FOR TROPICAL&TRAVEL MED
KE,Laborex,CHAMIANESS PAHRMA LTD         ,CHAMIANESS PHARMA LTD
KE,Laborex,CHEBARBAR CHEMIST             ,CHEBARBAR CHEMIST             
KE,Laborex,CHERANGANY NURSING HOME LTD   ,CHERANGANY NURSING HOME LTD
KE,Laborex,CHERATHIMO CHEMIST LTD        ,CHERATHIMO CHEMIST
KE,Laborex,CHUKA AFYA CHEMISTS LTD       ,CHUKA AFYA CHEMISTS LTD
KE,Laborex,CITY LINK PHARMA LTD          ,CITY LINK PHARMA LTD
KE,Laborex,COAST PROV. GENERAL HOSPITAL  ,COAST PROVINCIAL HOSP.
KE,Laborex,COLUMBIA AFRICA HEALTHCARE LTD,COLUMBIA AFRICA HEALTHCARE LTD
KE,Laborex,COMPREHENSIVE DIABETES CENTRE ,COMPREHENSIVE DIABETES CENTRE
KE,Laborex,COPTIC HOSPITAL               ,COPTIC HOSPITAL
KE,Laborex,CROSSAL CHEMICAL SERVICES     ,CROSSAL CHEMICAL SERVICES
KE,Laborex,DAMCO PHARMA LTD              ,DAMCO PHARMA LTD
KE,Laborex,DAN PHARMACIE LTD             ,DAN PHARMACIE LTD - KANGEMI
KE,Laborex,DAWAMEDS CHEMIST              ,THE DAWAMEDS HOSPITAL LTD
KE,Laborex,DAYAH PHARMACEUTICALS         ,DAYAH PHARMACEUTICALS         
KE,Laborex,DELICKS PHARMACEUTICAL CO-LTD ,DELICK PHARMACEUTICAL
KE,Laborex,DIANI BEACH HOSPITAL          ,DIANI BEACH HOSPITAL - MOMBASA
KE,Laborex,DIKAT PHARMA LTD              ,DIKAT PHARMA LIMITED
KE,Laborex,DISCHEM PHARMACIE             ,DISCHEM PHARMACIE
KE,Laborex,DOCPHARMA LTD                 ,DOCPHARMA LTD
KE,Laborex,DOVEY PHARMA PHARMACEUTICALS  ,DOVEY PHARMACEUTICALS LIMITED
KE,Laborex,DR ARTHUR M. USAGI            ,DR ARTHUR M. USAGI
KE,Laborex,DR JASPER MALUKI KITAVI       ,DR JASPER MALUKI KITAVI       
KE,Laborex,DR KENNEDY O. GOGO            ,DR KENNEDY O. GOGO
KE,Laborex,DR M.V. PATEL                 ,CASH SALE CUSTOMER
KE,Laborex,DR NELSON MURAYA WACHIRA      ,DR NELSON MURAYA WACHIRA
KE,Laborex,DR RAKESH RAJPAL              ,DR. RAKESH RAJPAL
KE,Laborex,DR S.N WARUI                  ,DR S.N WARUI
