product_description,quantity,country,distributor
Amaryl M 2mg/500mgtablets 30's,259,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,0,KE,Harleys
Amaryl Tablets 1mg  30's,123,KE,Harleys
Amaryl Tablets 2mg  30's,989,KE,Harleys
Amaryl Tablets 4mg  30's,79,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,6,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,0,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,40,KE,Harleys
Aprovasc 300mg/10mg tablets 28's,8,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,31,KE,Harleys
Aprovel 150mg tablets 28's,96,KE,Harleys
Aprovel 300mg tablets 28's,28,KE,Harleys
Axacef 250mg Tablets 10's,153,KE,Harleys
Axacef 500mg Tablets 10's,31,KE,Harleys
Bioferon Capsules 30's,19,KE,Harleys
Bronchicum Elixir S 100ml,0,KE,Harleys
Buscopan injection 20mg/ml  - 5s,79,KE,Harleys
Buscopan plus tablets 50's,4660,KE,Harleys
Clexane 20mg injection 2's,0,KE,Harleys
Clexane 40mg inj 2's,2716,KE,Harleys
Clexane 60mg inj 2's,0,KE,Harleys
Clexane 80mg injection 2's,307,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,63,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,279,KE,Harleys
Cordarone Tablets 200mg 30's,14,KE,Harleys
Daonil 5mg Tablets 100's,0,KE,Harleys
Eloxatin 5mg/ml  Injection 10ml,16,KE,Harleys
Eloxatin 5mg/ml  Injection 20ml,0,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,4658,KE,Harleys
Epilim Chrono 300mg  Tablets 100's - DDA,223,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,483,KE,Harleys
Epilim EC 200mg tablets 100's - DDA,0,KE,Harleys
Epilim IV 400mg/4ml Vial,5,KE,Harleys
Epilim Liquid 300ml -DDA,1693,KE,Harleys
Ercefuryl 4% Syrup 90ml,0,KE,Harleys
Flagentyl  500mg Tablets 4's,7425,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,1697,KE,Harleys
Flagyl Tablets 400mg 100's,955,KE,Harleys
Flagyl Viaflex 0.5mg injection- 100ml,3665,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,50,KE,Harleys
Fleming 1gm Tablets 14's,110,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,4404,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,671,KE,Harleys
Fleming 625mg Tablets 14's,46,KE,Harleys
Ibex Capsule 2 x 12's,74,KE,Harleys
Lantus 300iu /3ml inj  Cartridges  5'S - COLD CHAIN,1,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,272,KE,Harleys
Lantus vial 10ml - COLD CHAIN,18,KE,Harleys
Lasix 40mg Tablets 20's,2355,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,421,KE,Harleys
Maalox plus 200mg (4x10),257,KE,Harleys
Maalox Stick Satchets 20's (Lemon),802,KE,Harleys
Maalox Suspension 350ml,72,KE,Harleys
Monotildiem SR 200mg Capsules 28's,22,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,6957,KE,Harleys
No-Spa 40mg Tablets 100's,126,KE,Harleys
No-Spa 40mg/2ml Injection 25's,0,KE,Harleys
No-Spa Forte 80mg Tablets 20's,44,KE,Harleys
No-Spa Tablets 40mg 20's,1,KE,Harleys
Orelox 100mg tablets 10's,125,KE,Harleys
Orelox 200mg Tablets 10's,620,KE,Harleys
Orelox 40mg/5ml suspension 100ml,516,KE,Harleys
Orelox 40mg/5ml suspension 50ml,138,KE,Harleys
Paraflam Tablets 10's,8,KE,Harleys
Plavix 75mg Tablets 28's,87,KE,Harleys
Resonium Adult Powder 454gms,94,KE,Harleys
Rhinathiol Adult 5% Syrup 125ml,998,KE,Harleys
Rhinathiol Infant 2% Syrup 125ml - Paed,738,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,2429,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,894,KE,Harleys
Targocid 200mg/vial inj,0,KE,Harleys
Tavanic 500mg inj 1FL 100ml,0,KE,Harleys
Tavanic Tablets 500mg 5's,256,KE,Harleys
Taxotere 20mg/Vial,0,KE,Harleys
Taxotere 80mg/4ml Injection Vial,0,KE,Harleys
Tritace 2.5mg tabs 28's,45,KE,Harleys
Tritace 5mg tablets 28's,131,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,0,KE,Harleys
Xatral 5mg Tablets 56's,14,KE,Harleys
Xatral LP Tablets 10mg 30's,418,KE,Harleys
Zoxon 1gm Injection 1's,3213,KE,Harleys
AMARYL M 2mg/500mg 30'S,44,KE,Highchem
AMARYL TABS 1.0mg 30'S,6,KE,Highchem
AMARYL TABS 4.0mg 30'S,125,KE,Highchem
APROVASC 150/5mg TABS 28'S,22,KE,Highchem
APROVASC 300-10 MG 28'S,2,KE,Highchem
APROVEL 150mg TABS 28'S,14,KE,Highchem
APROVEL 300mg TABS 28'S,7,KE,Highchem
BIOFERON CAPS 30'S,4,KE,Highchem
BRONCHICUM ELIXIR 100ml,377,KE,Highchem
CLEXANE 20mg 2'S,4,KE,Highchem
CLEXANE 40mg 2'S,89,KE,Highchem
CO-APROVEL TABS 150/12.5mg 28'S,19,KE,Highchem
CORDARONE TAB 200mg 30'S,33,KE,Highchem
DAONIL 5.0mg TABS 100'S,84,KE,Highchem
EPILIM 200mg TABS EC 100'S,154,KE,Highchem
EPILIM 300ml SYRUP,172,KE,Highchem
EPILIM CHRONO 300mg TABS 100'S,28,KE,Highchem
EPILIM CHRONO 500mg TABS 100'S,222,KE,Highchem
ERCEFURYL 200mg CAPS 28'S,40,KE,Highchem
