product_description,quantity,country,distributor
Amaryl M 2mg/500mgtablets 30's,623,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,13,KE,Harleys
Amaryl Tablets 1mg  30's,260,KE,Harleys
Amaryl Tablets 2mg  30's,1255,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,14,KE,Harleys
Aprovasc 300mg/10mg tablets 28's,62,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,32,KE,Harleys
Aprovel 150mg tablets 28's,129,KE,Harleys
Aprovel 300mg tablets 28's,20,KE,Harleys
Axacef 250mg Tablets 10's,159,KE,Harleys
Axacef 500mg Tablets 10's,212,KE,Harleys
Bioferon Capsules 30's,311,KE,Harleys
Bronchicum Elixir S 100ml,352,KE,Harleys
Buscopan injection 20mg/ml,6,KE,Harleys
Buscopan plus tablets 50's,668,KE,Harleys
Clexane 20mg injection 2's,141,KE,Harleys
Clexane 40mg inj 2's,8855,KE,Harleys
Clexane 60mg inj 2's,107,KE,Harleys
Clexane 80mg injection 2's,759,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,68,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,63,KE,Harleys
Cordarone Tablets 200mg 30's,108,KE,Harleys
Dulcolax 5mg tablets 30's,2896,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,2893,KE,Harleys
Epilim Chrono 300mg  Tablets 100's,19,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,582,KE,Harleys
Epilim EC 200mg tablets 100's - DDA,1302,KE,Harleys
Epilim Liquid 300ml,752,KE,Harleys
Ercefuryl Capsule 200mg 28`s,77,KE,Harleys
Flagentyl  500mg Tablets 4's,4524,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,100,KE,Harleys
Fleming 1gm Tablets 14's,127,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,1536,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,882,KE,Harleys
Fleming 625mg Tablets 14's,1072,KE,Harleys
Histacet 10mg Tablets 20's,5,KE,Harleys
Histacet Syrup 60ml,38,KE,Harleys
