MONTH,COUNTRY,CUSTOMER,PRODUCT,UNITS,VALUE
5,KE,A G PHARMACEUTICAL,AMARYL 1MG 30 TABS,39,0.010257046
5,KE,A G PHARMACEUTICAL,AMARYL 2MG 30 TABS,145,0.021472173
5,KE,A G PHARMACEUTICAL,AMARYL 4MG 30 TABS,322,0.02650553
5,KE,A G PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE,313,0.050354486
5,KE,A G PHARMACEUTICAL,APROVASC 150/5,132,0.010839012
5,KE,A G PHARMACEUTICAL,APROVASC 300/5,208,0.014418748
5,KE,A G PHARMACEUTICAL,APROVEL 150MG TABCO BL2X14 RM M36 XE,305,0.02734356
5,KE,A G PHARMACEUTICAL,APROVEL 300MG TABCO BL2X14 RM M36 XE,397,0.027509097
5,KE,A G PHARMACEUTICAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,34,0.003707991
5,KE,A G PHARMACEUTICAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,873,0.054861488
5,KE,A G PHARMACEUTICAL,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,205,0.016158179
5,KE,A G PHARMACEUTICAL,EPILIM 12G/300ML SYR BTX1,443,0.062624911
5,KE,A G PHARMACEUTICAL,EPILIM 200MG TAB BL10X10,218,0.021932572
5,KE,A G PHARMACEUTICAL,EPILIM CHRONO 333-145MG T,349,0.012340483
5,KE,A G PHARMACEUTICAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,193,0.011872324
5,KE,A G PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE,65,0.036896852
5,KE,A G PHARMACEUTICAL,FLAGYL 400MG 100 TABS,92,0.017248395
5,KE,A G PHARMACEUTICAL,FLAGYL SUSPENSION 100ML,31,0.012162014
5,KE,A G PHARMACEUTICAL,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,140,0.00498573
5,KE,A G PHARMACEUTICAL,LANTUS SOLOSTAR 100IU/ML 3ML 5,8808,0.240121573
5,KE,A G PHARMACEUTICAL,ORELOX 100MG TABCO BL1X10,50,0.006935961
5,KE,A G PHARMACEUTICAL,ORELOX 200MG 10CP,764,0.093400553
5,KE,A G PHARMACEUTICAL,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,206,0.031238851
5,KE,A G PHARMACEUTICAL,ORELOX 800MG/+ GRAN BTX1,677,0.068143239
5,KE,A G PHARMACEUTICAL,PLAVIX 75MG TABCO BL2X14 M36 XE,1583,0.080343828
5,KE,A G PHARMACEUTICAL,"TRITACE 2,5MG  28 TABS",42,0.005394399
5,KE,A G PHARMACEUTICAL,TRITACE 5MG 28 TABS,2031,0.154421602
5,KE,A G PHARMACEUTICAL,XATRAL 10MG TABCR BL3X10 S3 M36 XD,2517,0.11621361
5,KE,A G PHARMACEUTICAL,XATRAL 5MG TAB BL4X14 S3 M36 XD,193,0.009368578
5,KE,A TO Z PHARMACY LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,76,0.008394756
5,KE,A TO Z PHARMACY LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,76,0.006167767
5,KE,A TO Z PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,110,0.006051374
5,KE,A TO Z PHARMACY LTD,EPILIM 12G/300ML SYR BTX1,81,0.011422271
5,KE,A TO Z PHARMACY LTD,EPILIM 200MG TAB BL10X10,141,0.014219586
5,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 333-145MG T,1384,0.04892673
5,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,125,0.007669238
5,KE,A TO Z PHARMACY LTD,LANTUS VIAL 10MG 1,25,0.004211068
5,KE,A TO Z PHARMACY LTD,ORELOX 200MG 10CP,150,0.01829076
5,KE,A TO Z PHARMACY LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,82,0.012460756
5,KE,A TO Z PHARMACY LTD,ORELOX 800MG/+ GRAN BTX1,116,0.011638245
5,KE,A TO Z PHARMACY LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD,394,0.01817178
5,KE,A TO Z PHARMACY LTD,XATRAL 2.5MG TABCO BL2X15 S3 M36 XE,22,0.003162237
5,KE,A TO Z PHARMACY LTD,XATRAL 5MG TAB BL4X14 S3 M36 XD,303,0.014704558
5,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,19743,2.179093828
5,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,4451,0.359550482
5,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,15103,0.833503389
5,KE,A.I.C. KIJABE HOSPITAL,EPILIM 12G/300ML SYR BTX1,880,0.124480735
5,KE,A.I.C. KIJABE HOSPITAL,EPILIM 200MG TAB BL10X10,195,0.019630004
5,KE,A.I.C. KIJABE HOSPITAL,EPILIM CHRONO 333-145MG T,3236,0.114402426
5,KE,A.I.C. KIJABE HOSPITAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,1336,0.082222658
5,KE,A.I.C. KIJABE HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX,1071,0.549040336
5,KE,A.I.C. KIJABE HOSPITAL,FLEMING 875-125MG TABCO BL2X7 M24 EX,66,0.023359886
5,KE,AAKASH PHARMACY LTD,EPILIM 12G/300ML SYR BTX1,74,0.010507938
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,EPILIM 12G/300ML SYR BTX1,16,0.002278942
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,EPILIM CHRONO 333-145MG T,142,0.005023234
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,LANTUS SOLOSTAR 100IU/ML 3ML 5,920,0.025082947
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,ORELOX 200MG 10CP,271,0.033101142
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,ORELOX 800MG/+ GRAN BTX1,1327,0.133637665
5,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,XATRAL 10MG TABCR BL3X10 S3 M36 XD,90,0.004165804
5,KE,AAR HEALTHCARE KENYA LTD,AMARYL 1MG 30 TABS,11,0.002846682
5,KE,AAR HEALTHCARE KENYA LTD,AMARYL 2MG 30 TABS,45,0.006610061
5,KE,AAR HEALTHCARE KENYA LTD,AMARYL 4MG 30 TABS,150,0.012363762
5,KE,AAR HEALTHCARE KENYA LTD,AMARYL M SR 2MG 30'S,13,0.002158669
5,KE,AAR HEALTHCARE KENYA LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE,238,0.038307795
5,KE,AAR HEALTHCARE KENYA LTD,APROVASC 150/5,209,0.01715528
5,KE,AAR HEALTHCARE KENYA LTD,APROVASC 300/10,111,0.007285141
5,KE,AAR HEALTHCARE KENYA LTD,APROVASC 300/5,289,0.020013379
5,KE,AAR HEALTHCARE KENYA LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE,128,0.011467535
5,KE,AAR HEALTHCARE KENYA LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE,694,0.048051195
5,KE,AAR HEALTHCARE KENYA LTD,AXACEF 250MG TABCO BL1X10 M36 GH,8,0.003951124
5,KE,AAR HEALTHCARE KENYA LTD,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE,115,0.020328933
5,KE,AAR HEALTHCARE KENYA LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,501,0.055262397
5,KE,AAR HEALTHCARE KENYA LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,1364,0.085725071
5,KE,AAR HEALTHCARE KENYA LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,1208,0.095057215
5,KE,AAR HEALTHCARE KENYA LTD,CORDARONE 200MG TAB BL3X10 S3 M36 XD,57,0.00616518
5,KE,AAR HEALTHCARE KENYA LTD,DAONIL 5 MG 100 TABS (EXPORT),25,0.003325187
5,KE,AAR HEALTHCARE KENYA LTD,EPILIM 12G/300ML SYR BTX1,165,0.023308598
5,KE,AAR HEALTHCARE KENYA LTD,EPILIM 200MG TAB BL10X10,154,0.015505084
5,KE,AAR HEALTHCARE KENYA LTD,EPILIM CHRONO 333-145MG T,2626,0.092830227
5,KE,AAR HEALTHCARE KENYA LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,227,0.013973867
5,KE,AAR HEALTHCARE KENYA LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE,110,0.062923653
5,KE,AAR HEALTHCARE KENYA LTD,FLAGYL 400MG 100 TABS,527,0.098739119
5,KE,AAR HEALTHCARE KENYA LTD,FLAGYL SUSPENSION 100ML,403,0.159337746
5,KE,AAR HEALTHCARE KENYA LTD,FLEMING 1G-200MG INJPO VL5 M24 EX,182,0.01443168
5,KE,AAR HEALTHCARE KENYA LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX,54,0.042238004
5,KE,AAR HEALTHCARE KENYA LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH,407,0.169735569
5,KE,AAR HEALTHCARE KENYA LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX,372,0.190818101
5,KE,AAR HEALTHCARE KENYA LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX,470,0.167336813
5,KE,AAR HEALTHCARE KENYA LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5,13024,0.35507863
5,KE,AAR HEALTHCARE KENYA LTD,LANTUS VIAL 10MG 1,25,0.004211068
5,KE,AAR HEALTHCARE KENYA LTD,LASIX 40MG TAB BL2X10 SWI M60 XE,31,0.007696397
5,KE,AAR HEALTHCARE KENYA LTD,ORELOX 100MG TABCO BL1X10,2694,0.375252287
5,KE,AAR HEALTHCARE KENYA LTD,ORELOX 200MG 10CP,14648,1.790648412
