MONTH,COUNTRY,CUSTOMER,PRODUCT,UNITS,VALUE
11,KE,A G PHARMACEUTICAL,AMARYL 1MG 30 TABS,34,0.00895782
11,KE,A G PHARMACEUTICAL,AMARYL 2MG 30 TABS,127,0.018752364
11,KE,A G PHARMACEUTICAL,AMARYL 4MG 30 TABS,281,0.023148163
11,KE,A G PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE,273,0.043976251
11,KE,A G PHARMACEUTICAL,APROVASC 150/5,116,0.00946607
11,KE,A G PHARMACEUTICAL,APROVASC 300/5,182,0.012592373
11,KE,A G PHARMACEUTICAL,APROVEL 150MG TABCO BL2X14 RM M36 XE,267,0.023880043
11,KE,A G PHARMACEUTICAL,APROVEL 300MG TABCO BL2X14 RM M36 XE,347,0.024024612
11,KE,A G PHARMACEUTICAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,29,0.003238313
11,KE,A G PHARMACEUTICAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,762,0.047912366
11,KE,A G PHARMACEUTICAL,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,179,0.014111476
11,KE,A G PHARMACEUTICAL,EPILIM 12G/300ML SYR BTX1,387,0.054692422
11,KE,A G PHARMACEUTICAL,EPILIM 200MG TAB BL10X10,190,0.019154446
11,KE,A G PHARMACEUTICAL,EPILIM CHRONO 333-145MG T,305,0.010777356
11,KE,A G PHARMACEUTICAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,168,0.010368497
11,KE,A G PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE,56,0.03222325
11,KE,A G PHARMACEUTICAL,FLAGYL 400MG 100 TABS,80,0.015063598
11,KE,A G PHARMACEUTICAL,FLAGYL SUSPENSION 100ML,27,0.010621492
11,KE,A G PHARMACEUTICAL,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,122,0.004354204
11,KE,A G PHARMACEUTICAL,LANTUS SOLOSTAR 100IU/ML 3ML 5,7692,0.209706174
11,KE,A G PHARMACEUTICAL,ORELOX 100MG TABCO BL1X10,43,0.006057406
11,KE,A G PHARMACEUTICAL,ORELOX 200MG 10CP,667,0.081569816
11,KE,A G PHARMACEUTICAL,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,180,0.02728193
11,KE,A G PHARMACEUTICAL,ORELOX 800MG/+ GRAN BTX1,591,0.059511762
11,KE,A G PHARMACEUTICAL,PLAVIX 75MG TABCO BL2X14 M36 XE,1382,0.070166943
11,KE,A G PHARMACEUTICAL,"TRITACE 2,5MG  28 TABS",37,0.004711108
11,KE,A G PHARMACEUTICAL,TRITACE 5MG 28 TABS,1773,0.134861532
11,KE,A G PHARMACEUTICAL,XATRAL 10MG TABCR BL3X10 S3 M36 XD,2198,0.10149322
11,KE,A G PHARMACEUTICAL,XATRAL 5MG TAB BL4X14 S3 M36 XD,169,0.008181892
11,KE,A TO Z PHARMACY LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,66,0.00733142
11,KE,A TO Z PHARMACY LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,67,0.005386516
11,KE,A TO Z PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,96,0.005284866
11,KE,A TO Z PHARMACY LTD,EPILIM 12G/300ML SYR BTX1,71,0.00997545
11,KE,A TO Z PHARMACY LTD,EPILIM 200MG TAB BL10X10,123,0.012418439
11,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 333-145MG T,1209,0.042729344
11,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,109,0.006697801
11,KE,A TO Z PHARMACY LTD,LANTUS VIAL 10MG 1,22,0.003677666
11,KE,A TO Z PHARMACY LTD,ORELOX 200MG 10CP,131,0.01597393
11,KE,A TO Z PHARMACY LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,72,0.010882394
11,KE,A TO Z PHARMACY LTD,ORELOX 800MG/+ GRAN BTX1,101,0.010164067
11,KE,A TO Z PHARMACY LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD,344,0.015870021
11,KE,A TO Z PHARMACY LTD,XATRAL 2.5MG TABCO BL2X15 S3 M36 XE,19,0.002761687
11,KE,A TO Z PHARMACY LTD,XATRAL 5MG TAB BL4X14 S3 M36 XD,265,0.01284198
11,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,17242,1.903075276
11,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,3887,0.314007421
11,KE,A.I.C. KIJABE HOSPITAL,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,13190,0.727926293
11,KE,A.I.C. KIJABE HOSPITAL,EPILIM 12G/300ML SYR BTX1,769,0.108713175
11,KE,A.I.C. KIJABE HOSPITAL,EPILIM 200MG TAB BL10X10,170,0.017143536
11,KE,A.I.C. KIJABE HOSPITAL,EPILIM CHRONO 333-145MG T,2826,0.099911452
11,KE,A.I.C. KIJABE HOSPITAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,1167,0.071807788
11,KE,A.I.C. KIJABE HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX,935,0.479495227
11,KE,A.I.C. KIJABE HOSPITAL,FLEMING 875-125MG TABCO BL2X7 M24 EX,57,0.020400967
11,KE,AAKASH PHARMACY LTD,EPILIM 12G/300ML SYR BTX1,65,0.009176932
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,EPILIM 12G/300ML SYR BTX1,14,0.001990276
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,EPILIM CHRONO 333-145MG T,124,0.004386958
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,LANTUS SOLOSTAR 100IU/ML 3ML 5,804,0.021905774
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,ORELOX 200MG 10CP,236,0.02890833
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,ORELOX 800MG/+ GRAN BTX1,1159,0.116710227
11,KE,AAR HEALTHCARE (KENYA) LIMITED - MSA,XATRAL 10MG TABCR BL3X10 S3 M36 XD,79,0.003638136
11,KE,AAR HEALTHCARE KENYA LTD,AMARYL 1MG 30 TABS,9,0.002486102
11,KE,AAR HEALTHCARE KENYA LTD,AMARYL 2MG 30 TABS,39,0.005772786
11,KE,AAR HEALTHCARE KENYA LTD,AMARYL 4MG 30 TABS,131,0.010797686
11,KE,AAR HEALTHCARE KENYA LTD,AMARYL M SR 2MG 30'S,12,0.001885238
11,KE,AAR HEALTHCARE KENYA LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE,208,0.033455474
11,KE,AAR HEALTHCARE KENYA LTD,APROVASC 150/5,183,0.014982278
11,KE,AAR HEALTHCARE KENYA LTD,APROVASC 300/10,97,0.006362356
11,KE,AAR HEALTHCARE KENYA LTD,APROVASC 300/5,252,0.017478351
11,KE,AAR HEALTHCARE KENYA LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE,112,0.01001498
11,KE,AAR HEALTHCARE KENYA LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE,606,0.04196471
11,KE,AAR HEALTHCARE KENYA LTD,AXACEF 250MG TABCO BL1X10 M36 GH,7,0.003450648
