MONTH,COUNTRY,DISTRIBUTOR,CUSTOMER,PRODUCT,QUANTITY_UNITS
10,KE,Harleys,AAR Healthcare Kenya Ltd,Coaprovel Tablets 150/12.5 mg 28's,1
10,KE,Harleys,AAR Healthcare Kenya Ltd,Orelox 100mg tablets 10's,5
10,KE,Harleys,Adakim Chemist,Epilim Liquid 300ml -DDA,15
10,KE,Harleys,African Pharmaceuticals Cash,Flagyl Suspension 200mg/5ml 100ml,2
10,KE,Harleys,Agmart Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
10,KE,Harleys,Ailgle Chemist Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,1
10,KE,Harleys,Akash Pharmacy,Amaryl Tablets 2mg  30's,1
10,KE,Harleys,Al Aqsa Medical and Lab Services  Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
10,KE,Harleys,Al Manaar Pharmacy,Epilim Liquid 300ml -DDA,5
10,KE,Harleys,Aladin Chemist Cash,No-Spa Forte 80mg Tablets 20's,1
10,KE,Harleys,Alfa Chemist Msa,Maalox Stick Satchets 20's (Lemon),1
10,KE,Harleys,Ava Pharmacy,Rhinathiol Infant 2% Syrup 125ml - Paed,6
10,KE,Harleys,Avenue Healthcare Limited,Lasix Injection 20mg 5 x 2ml AMP,100
10,KE,Harleys,Avenue Healthcare Limited,Rhinathiol Infant 2% Syrup 125ml - Paed,116
10,KE,Harleys,Avenue Healthcare Mombasa,No-Spa Forte 80mg Tablets 20's,3
10,KE,Harleys,Avenue Healthcare Mombasa,Rhinathiol Infant 2% Syrup 125ml - Paed,6
10,KE,Harleys,Avenue Hospital,Rhinathiol Infant 2% Syrup 125ml - Paed,12
10,KE,Harleys,Awale Pharmaceuticals,Rhinathiol Infant 2% Syrup 125ml - Paed,3
10,KE,Harleys,Bel EA Pharmacy Ltd,Epilim Liquid 300ml -DDA,10
10,KE,Harleys,Belmont Pharmaceuticals,Amaryl Tablets 2mg  30's,6
10,KE,Harleys,Bethsaida Pharmacy,Epilim Liquid 300ml -DDA,5
10,KE,Harleys,Bibo Pharmaceuticals ltd,Amaryl Tablets 2mg  30's,2
10,KE,Harleys,Bilova Chemists Ltd,Epilim Liquid 300ml -DDA,5
10,KE,Harleys,Bliss Healthcare Limited,Rilutek 50mg Tablets 56's,2
10,KE,Harleys,Blue Oak Pharmacy Cash,Epilim Chrono 300mg  Tablets 100's - DDA,1
10,KE,Harleys,Bonfaith Pharmaceuticals,Rhinathiol Infant 2% Syrup 125ml - Paed,5
10,KE,Harleys,Brant Chemist,Amaryl Tablets 2mg  30's,2
10,KE,Harleys,Brett Pharmacy Cash,Amaryl Tablets 2mg  30's,2
10,KE,Harleys,Canaan Pharmaceuticals Ltd,Epilim Liquid 300ml -DDA,2
10,KE,Harleys,Cash Sale Customer Eldoret STRICTLY CASH ONLY,Axacef 500mg Tablets 10's,1
10,KE,Harleys,Cash Sale Customer Mombasa STRICTLY CASH ONLY,Axacef 250mg Tablets 10's,1
10,KE,Harleys,Cash Sale Customer Mombasa STRICTLY CASH ONLY,Clexane 40mg inj 2's,1
10,KE,Harleys,Cash Sale Customer Nairobi STRICTLY CASH ONLY,Axacef 500mg Tablets 10's,1
10,KE,Harleys,Catepharm Pharmacy Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
10,KE,Harleys,Central Bank of Kenya,Amaryl Tablets 2mg  30's,24
10,KE,Harleys,Central Bank of Kenya,Tavanic Tablets 500mg 5's,40
10,KE,Harleys,Chepkube Dovas Chemist Cash,Epilim Liquid 300ml -DDA,3
10,KE,Harleys,Citymed Pharmacy,Amaryl Tablets 2mg  30's,5
10,KE,Harleys,Cityview Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
10,KE,Harleys,Coptic Orthodox Church,NO-SPA Tablets 40mg 100's,20
10,KE,Harleys,Dan Pharmacie Ltd,Epilim Liquid 300ml -DDA,2
10,KE,Harleys,Dan Pharmacie Ltd,Rhinathiol Infant 2% Syrup 125ml - Paed,12
10,KE,Harleys,Dannes Pharmacy,Rhinathiol Infant 2% Syrup 125ml - Paed,6
10,KE,Harleys,Dell Light Pharmaceuticals,Amaryl Tablets 2mg  30's,6
10,KE,Harleys,Dell Light Pharmaceuticals,Epilim Liquid 300ml -DDA,3
10,KE,Harleys,DIANI BEACH HOSPITAL,Axacef 500mg Tablets 10's,35
10,KE,Harleys,DIANI BEACH HOSPITAL,Epilim Liquid 300ml -DDA,3
10,KE,Harleys,DIANI BEACH HOSPITAL,Rhinathiol Infant 2% Syrup 125ml - Paed,20
10,KE,Harleys,Dischem Pharmacy CBD,Amaryl Tablets 2mg  30's,6
10,KE,Harleys,Dischem Pharmacy CBD,Epilim Chrono 300mg  Tablets 100's - DDA,2
10,KE,Harleys,Dischem Pharmacy CBD,Epilim Liquid 300ml -DDA,10
10,KE,Harleys,Dischem Pharmacy CBD,Rhinathiol Infant 2% Syrup 125ml - Paed,6
10,KE,Harleys,Doc Care Ville Pharmacy Ltd,Epilim Liquid 300ml -DDA,1
10,KE,Harleys,Doc Care Ville Pharmacy Ltd,Rhinathiol Infant 2% Syrup 125ml - Paed,3
10,KE,Harleys,Docline Pharmacy Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
10,KE,Harleys,Docpharma,Amaryl Tablets 2mg  30's,6
10,KE,Harleys,Docpharma,Axacef 500mg Tablets 10's,5
10,KE,Harleys,Doran Chemist Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,1
10,KE,Harleys,Eaglepharm Chemist Ltd,Epilim Liquid 300ml -DDA,3
10,KE,Harleys,Eastleigh Pharmaceutical Company Limited,Rhinathiol Infant 2% Syrup 125ml - Paed,180
10,KE,Harleys,Easton Pharmaceuticals Ltd,Amaryl Tablets 2mg  30's,2
10,KE,Harleys,Easton Pharmaceuticals Ltd,Rhinathiol Infant 2% Syrup 125ml - Paed,6
10,KE,Harleys,Easton Pharmaceuticals Ltd,Tavanic Tablets 500mg 5's,1
