Distributor_Product_Name,Quantity,Expiry,country,distributor_name
Amaryl M 2mg/500mgtablets 30's,525,,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,65,,KE,Harleys
Amaryl Tablets 1mg  30's,351,,KE,Harleys
Amaryl Tablets 2mg  30's,2074,,KE,Harleys
Amaryl Tablets 4mg  30's,26,,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,26,,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,1,,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,173,,KE,Harleys
Aprovel 150mg tablets 28's,47,,KE,Harleys
Aprovel 300mg tablets 28's,19,,KE,Harleys
Axacef 250mg Tablets 10's,1310,,KE,Harleys
Axacef 500mg Tablets 10's,5,,KE,Harleys
Bioferon Capsules 30's,19,,KE,Harleys
Buscopan injection 20mg/ml  - 5s,79,,KE,Harleys
Buscopan plus tablets 50's,5653,,KE,Harleys
Clexane 40mg inj 2's,5986,,KE,Harleys
Clexane 80mg injection 2's,1857,,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,544,,KE,Harleys
Cordarone Tablets 200mg 30's,13,,KE,Harleys
Eloxatin 5mg/ml  Injection 10ml,18,,KE,Harleys
Eloxatin 5mg/ml  Injection 20ml,9,,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,269,,KE,Harleys
Epilim Chrono 300mg  Tablets 100's - DDA,1091,,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,6,,KE,Harleys
Epilim IV 400mg/4ml Vial,124,,KE,Harleys
Epilim Liquid 300ml -DDA,7195,,KE,Harleys
Flagentyl  500mg Tablets 4's,5,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,1708,,KE,Harleys
Flagyl Tablets 400mg 100's,3539,,KE,Harleys
Fleming 1.2g Dry Powder For Injection 5's,10,,KE,Harleys
Fleming 1gm Tablets 14's,30,,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,6217,,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,314,,KE,Harleys
Ibex Capsule 2 x 12's,12,,KE,Harleys
Lantus 300iu /3ml inj  Cartridges  5'S - COLD CHAIN,10,,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,618,,KE,Harleys
Lantus vial 10ml - COLD CHAIN,91,,KE,Harleys
Lasix 40mg Tablets 20's,71,,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,648,,KE,Harleys
Maalox plus 200mg (4x10),1193,,KE,Harleys
Maalox Stick Satchets 20's (Lemon),2333,,KE,Harleys
Monotildiem SR 200mg Capsules 28's,15,,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,17605,,KE,Harleys
No-Spa 40mg Tablets 100's,11,,KE,Harleys
No-Spa 40mg/2ml Injection 25's,1,,KE,Harleys
No-Spa Forte 80mg Tablets 20's,274,,KE,Harleys
NO-SPA Tablets 40mg 100's,420,,KE,Harleys
No-Spa Tablets 40mg 20's,1,,KE,Harleys
Orelox 100mg tablets 10's,147,,KE,Harleys
Orelox 200mg Tablets 10's,20,,KE,Harleys
Orelox 40mg/5ml suspension 100ml,584,,KE,Harleys
Orelox 40mg/5ml suspension 50ml,150,,KE,Harleys
Paraflam Tablets 10's,104,,KE,Harleys
Plavix 75mg Tablets 28's,222,,KE,Harleys
Rhinathiol Adult 5% Syrup 125ml,5571,,KE,Harleys
Rhinathiol Infant 2% Syrup 125ml - Paed,13070,,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,17524,,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,4158,,KE,Harleys
Targocid 200mg/vial inj,30,,KE,Harleys
Tavanic 500mg inj 1FL 100ml,229,,KE,Harleys
