MONTH,COUNTRY,DISTRIBUTOR,CUSTOMER,PRODUCT,QUANTITY_UNITS
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Amaryl M 2mg/500mgtablets 30's,6
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovasc 150mg/5mg tablets 28's,2
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovasc 300mg/5mg tablets 28's,1
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovel 150mg tablets 28's,2
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovel 300mg tablets 28's,3
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Bronchicum Elixir S 100ml,404
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Buscopan injection 20mg/ml  - 5s,16
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Clexane 40mg inj 2's,7
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Coaprovel Tablets 150/12.5 mg 28's,4
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Epilim Chrono 500mg  Tablets 100's - DDA,2
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Flagentyl  500mg Tablets 4's,41
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Flagyl Suspension 200mg/5ml 100ml,80
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 1gm Tablets 14's,15
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,5
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 625mg Tablets 14's,5
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,8
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Mucosolvan liquid 15mg/5ml 100ml,436
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 100mg tablets 10's,34
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 200mg Tablets 10's,10
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 40mg/5ml suspension 100ml,40
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 40mg/5ml suspension 50ml,3
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Stilnox10mg Tablet's 14's - DDA,12
1,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Xatral LP Tablets 10mg 30's,1
1,KE,Harleys,Abaahi Chemist,Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,2
1,KE,Harleys,Abaahi Chemist,Rhinathiol 2% Syrup 125ml - Paed,2
1,KE,Harleys,Accra Pharmacy Ltd,Epilim Chrono 500mg  Tablets 100's - DDA,1
1,KE,Harleys,Achims Chemist-Cash,Maalox Suspension 350ml,4
1,KE,Harleys,Achims Chemist-Cash,Mucosolvan liquid 15mg/5ml 100ml,2
1,KE,Harleys,Achiral Pharmaceuticals*,Lantus vial 10ml - COLD CHAIN,2
1,KE,Harleys,Achiral Pharmaceuticals*,Stilnox10mg Tablet's 14's - DDA,20
1,KE,Harleys,Achiral Pharmaceuticals*,Tritace 5mg tablets 28's,3
1,KE,Harleys,Adakim Chemist*,Amaryl Tablets 1mg  30's,10
1,KE,Harleys,Aden Chemist-Cash,Buscopan plus tablets 50's,1
1,KE,Harleys,Aden Chemist-Cash,Flagyl Suspension 200mg/5ml 100ml,1
1,KE,Harleys,Aden Chemist-Cash,Rhinathiol 2% Syrup 125ml - Paed,1
1,KE,Harleys,African Pharmaceuticals-Cash,Buscopan plus tablets 50's,2
1,KE,Harleys,African Pharmaceuticals-Cash,Flagyl Suspension 200mg/5ml 100ml,4
1,KE,Harleys,Afyacare Chemist-Cash,Flagentyl  500mg Tablets 4's,5
1,KE,Harleys,Aga Khan Hospital,Fleming 625mg Tablets 14's,9
1,KE,Harleys,Agean Healthcare-Cash,Buscopan plus tablets 50's,2
1,KE,Harleys,Agmart-Cash,Flagyl Suspension 200mg/5ml 100ml,1
