product_description,quantity,country,distributor
AMARYL M SR TABS 2MG-500mg * 30's,55,KE,Surgipharm
AMARYL M TABS 2mg * 30's,421,KE,Surgipharm
AMARYL TABS 1mg * 30's,189,KE,Surgipharm
AMARYL TABS 2mg * 30's,452,KE,Surgipharm
AMARYL TABS 4mg * 30's,362,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,20,KE,Surgipharm
APROVASC TAB 150-5MG *28,216,KE,Surgipharm
APROVASC TAB 300-10MG *28,66,KE,Surgipharm
APROVASC TAB 300-5MG *28,126,KE,Surgipharm
APROVEL TABS 150mg * 28's,117,KE,Surgipharm
APROVEL TABS 300mg * 28's,37,KE,Surgipharm
AXACEF TABLETS 250MG * 10,142,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,160,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,264,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,444,KE,Surgipharm
EPILIM CHRONO TABS 500mg * 100,351,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,5012,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),137,KE,Surgipharm
EPILIM SYRUP 300ml,764,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,2746,KE,Surgipharm
FLAGYL SUSPENSION 100ml,1253,KE,Surgipharm
FLAGYL TABS 400mg * 100's,904,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,12,KE,Surgipharm
FLEMING TABS 1 G * 2*7'S,654,KE,Surgipharm
LANTUS 10ml VIAL,87,KE,Surgipharm
LANTUS 3ml CARTRIDGE * 5's,53,KE,Surgipharm
LANTUS SOLOSTAR 3ML CARTRIDGE * 5'S,542,KE,Surgipharm
LASIX AMPS 2ml * 5,572,KE,Surgipharm
LASIX TABS 40mg * 20,1817,KE,Surgipharm
MONO-TILDIEM CAPS SR 200mg * 28's,70,KE,Surgipharm
ORELOX SUSP 40MG/5ML 100ML,2095,KE,Surgipharm
ORELOX SUSP 40MG/5ML 50ML,483,KE,Surgipharm
ORELOX TABS 100MG *10'S,740,KE,Surgipharm
ORELOX TABS 200MG *10'S,1583,KE,Surgipharm
PLAVIX TABS 75mg * 28's,218,KE,Surgipharm
RESONIUM ADULT POWDER 454G,29,KE,Surgipharm
RIFOCIN INJ. 250mg * 1's,536,KE,Surgipharm
STILNOX TABS 10MG * 14,1377,KE,Surgipharm
TARGOCID INJ 400mg * 1s,126,KE,Surgipharm
TAVANIC INJ. 500mg VIAL,253,KE,Surgipharm
TAVANIC TABS 500mg * 5,167,KE,Surgipharm
TAXOTERE 80mg/4ml * 1 VIAL,60,KE,Surgipharm
TRITACE TABS 5mg * 28's,285,KE,Surgipharm
TRITAZIDE TABS 5/25MG * 28'S,8,KE,Surgipharm
XATRAL LP TABLETS 5mg * 56's,105,KE,Surgipharm
XATRAL LP TABS 10mg * 30's,494,KE,Surgipharm
