Distributor_Product_Name,Quantity,Expiry,country,distributor_name
ALLSTAR PEN,5,,KE,Surgipharm
AMARYL M SR TABS 2MG-500mg * 30's,645,,KE,Surgipharm
AMARYL M TABS 2mg * 30's,1140,,KE,Surgipharm
AMARYL TABS 1mg * 30's,2001,,KE,Surgipharm
AMARYL TABS 2mg * 30's,899,,KE,Surgipharm
AMARYL TABS 4mg * 30's,283,,KE,Surgipharm
APIDRA SOLOSTAR 3ML DISP PENS * 5s,124,,KE,Surgipharm
APROVASC TAB 150-5MG *28,7,,KE,Surgipharm
APROVASC TAB 300-10MG *28,8,,KE,Surgipharm
APROVASC TAB 300-5MG *28,359,,KE,Surgipharm
APROVEL TABS 150mg * 28's,263,,KE,Surgipharm
APROVEL TABS 300mg * 28's,317,,KE,Surgipharm
AXACEF TABLETS 250MG * 10,890,,KE,Surgipharm
AXACEF TABLETS 500MG * 10's,1006,,KE,Surgipharm
CLEXANE INJ. 20mg * 2,2,,KE,Surgipharm
CLEXANE INJ. 40mg * 2,29876,,KE,Surgipharm
CLEXANE INJ. 80mg * 2,1730,,KE,Surgipharm
CO APROVEL TABS 150mg * 28's,18,,KE,Surgipharm
CO APROVEL TABS 300mg * 28's,8,,KE,Surgipharm
CORDARONE TABLETS 200mg * 30,390,,KE,Surgipharm
DAONIL TABS 5mg * 100's,368,,KE,Surgipharm
ELOXATIN INJ 100mg * 1,16,,KE,Surgipharm
ELOXATIN INJ 50mg * 1,39,,KE,Surgipharm
EPILIM CHRONO TABS 300mg * 100,10,,KE,Surgipharm
EPILIM EC TABLETS 200mg * 100,1463,,KE,Surgipharm
EPILIM INJECTION 400MG * 1 (SODIUM VALPROATE),10,,KE,Surgipharm
EPILIM SYRUP 300ml,6721,,KE,Surgipharm
FLAGENTYL TABS 500mg * 4,8,,KE,Surgipharm
FLAGYL INFUSION (VIAFLEX)100ml*1,2651,,KE,Surgipharm
FLAGYL SUSPENSION 100ml,807,,KE,Surgipharm
FLAGYL TABS 400mg * 100's,1418,,KE,Surgipharm
FLEMING INJ 1.2GM * 5'S,532,,KE,Surgipharm
