MONTH,COUNTRY,DISTRIBUTOR,CUSTOMER,PRODUCT,QUANTITY_UNITS
7,KE,Harleys,AAR Healthcare Kenya Ltd,Amaryl M 2mg/500mgtablets 30's,3
7,KE,Harleys,AAR Healthcare Kenya Ltd,Coaprovel Tablets 150/12.5 mg 28's,5
7,KE,Harleys,AAR Healthcare Kenya Ltd,Flagyl Tablets 400mg 100's,12
7,KE,Harleys,AAR Healthcare Kenya Ltd,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,14
7,KE,Harleys,AAR Healthcare Kenya Ltd,Mucosolvan liquid 15mg/5ml 100ml,25
7,KE,Harleys,AAR Healthcare Kenya Ltd,Orelox 100mg tablets 10's,37
7,KE,Harleys,AAR Healthcare Kenya Ltd,Stilnox10mg Tablet's 14's - DDA,3
7,KE,Harleys,Abaahi Chemist,Fleming 457mg/5ml Dry Powder For Suspension 70ml,5
7,KE,Harleys,Abaahi Chemist,Maalox Stick Satchets 20's (Lemon),1
7,KE,Harleys,Abaahi Chemist,Rhinathiol Promethazine Syrup  125ml,2
7,KE,Harleys,Accra Pharmacy Ltd,Epilim Chrono 500mg  Tablets 100's - DDA,2
7,KE,Harleys,Accra Pharmacy Ltd,Rhinathiol Promethazine Syrup  125ml,5
7,KE,Harleys,Achims Chemist Cash,Ibex Capsule 2 x 12's,2
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Coaprovel Tablets 300/12.5mg 28's,1
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Epilim Chrono 300mg  Tablets 100's - DDA,1
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Epilim Liquid 300ml -DDA,3
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,1
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Monotildiem SR 200mg Capsules 28's,4
7,KE,Harleys,ACHIRAL PHARMACEUTICALS,Stilnox10mg Tablet's 14's - DDA,10
7,KE,Harleys,Adakim Chemist,Epilim Liquid 300ml -DDA,20
7,KE,Harleys,Aden Chemist Cash,Ibex Capsule 2 x 12's,2
7,KE,Harleys,Aden Chemist Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,1
7,KE,Harleys,Aden Chemist Cash,Rhinathiol Promethazine Syrup  125ml,3
7,KE,Harleys,Afrilife Chemist Cash,Epilim Chrono 500mg  Tablets 100's - DDA,1
7,KE,Harleys,Afrilife Chemist Cash,Fleming 457mg/5ml Dry Powder For Suspension 70ml,3
7,KE,Harleys,Afrilife Chemist Cash,Maalox Stick Satchets 20's (Lemon),2
7,KE,Harleys,Afrilife Chemist Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,1
7,KE,Harleys,Afromed Healthcare Pharmacy PH,Rhinathiol Infant 2% Syrup 125ml - Paed,1
7,KE,Harleys,Afyacare Chemist Cash,Amaryl Tablets 2mg  30's,-2
7,KE,Harleys,Afyacare Chemist Cash,Amaryl Tablets 4mg  30's,-2
7,KE,Harleys,Afyacare Chemist Cash,Epilim Chrono 300mg  Tablets 100's - DDA,-1
7,KE,Harleys,Afyacare Chemist Cash,Epilim Chrono 500mg  Tablets 100's - DDA,-1
7,KE,Harleys,Afyacare Chemist Cash,Mucosolvan liquid 15mg/5ml 100ml,-6
7,KE,Harleys,Aga Khan Hospital,Rhinathiol Adult 5% Syrup 125ml,60
7,KE,Harleys,Agean Healthcare Cash,Rhinathiol Promethazine Syrup  125ml,4
7,KE,Harleys,Agean Healthcare Cash,Stilnox10mg Tablet's 14's - DDA,2
7,KE,Harleys,Agmart Cash,Maalox Suspension 350ml,1
7,KE,Harleys,Agmart Cash,Rhinathiol Adult 5% Syrup 125ml,2
7,KE,Harleys,Agmart Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,2
7,KE,Harleys,Agmart Cash,Tavanic Tablets 500mg 5's,1
7,KE,Harleys,AIC Kijabe Hospital,Epilim Chrono 300mg  Tablets 100's - DDA,24
7,KE,Harleys,Ailgle Chemist Cash,Flagyl Tablets 400mg 100's,1
7,KE,Harleys,Akash Pharmacy,Epilim Liquid 300ml -DDA,5
7,KE,Harleys,Aladin Chemist Cash,Paraflam Tablets 10's,5
7,KE,Harleys,Alchem Pharmacy Ltd,Amaryl Tablets 2mg  30's,2
7,KE,Harleys,Alchem Pharmacy Ltd,Rhinathiol Infant 2% Syrup 125ml - Paed,8
7,KE,Harleys,Alchem Pharmacy Ltd,Rhinathiol Promethazine Syrup  125ml,8
7,KE,Harleys,Alfa Chemist Msa,Maalox Suspension 350ml,2
7,KE,Harleys,Alfariji Pharmaceuticals Limited,Fleming 625mg Tablets 14's,40
7,KE,Harleys,Alfariji Pharmaceuticals Limited,NO-SPA Tablets 40mg 100's,10
7,KE,Harleys,Alhidaya Chemist,Rhinathiol Promethazine Syrup  125ml,60
7,KE,Harleys,Allmed Healthcare Cash,Amaryl M 2mg/500mgtablets 30's,6
7,KE,Harleys,Allmed Healthcare Cash,Flagyl Tablets 400mg 100's,1
7,KE,Harleys,Allmed Healthcare Cash,Fleming 625mg Tablets 14's,6
7,KE,Harleys,Allmed Healthcare Cash,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,1
7,KE,Harleys,Allmed Healthcare Cash,Stilnox10mg Tablet's 14's - DDA,5
7,KE,Harleys,Alpha Hill Medical Clinic Cash MDS,Rhinathiol Adult 5% Syrup 125ml,3
7,KE,Harleys,Alpha Hill Medical Clinic Cash MDS,Rhinathiol Promethazine Syrup  125ml,1
7,KE,Harleys,Alphapharm Cash,Mucosolvan liquid 15mg/5ml 100ml,10
7,KE,Harleys,AM Pharma Surgical Ltd Cash,NO-SPA Tablets 40mg 100's,40
7,KE,Harleys,Androne Chemist MDS Cash,Rhinathiol Adult 5% Syrup 125ml,1
7,KE,Harleys,Apec Pharmacy Cash,Maalox Stick Satchets 20's (Lemon),2
7,KE,Harleys,Apec Pharmacy Cash,Rhinathiol Infant 2% Syrup 125ml - Paed,10
7,KE,Harleys,Arachis Pharmaceuticals,Aprovasc 150mg/5mg tablets 28's,1
7,KE,Harleys,Arachis Pharmaceuticals,Aprovasc 300mg/5mg tablets 28's,1
7,KE,Harleys,Arachis Pharmaceuticals,Flagyl Tablets 400mg 100's,5
7,KE,Harleys,Arachis Pharmaceuticals,Fleming 625mg Tablets 14's,4
7,KE,Harleys,Arachis Pharmaceuticals,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,2
7,KE,Harleys,Arachis Pharmaceuticals,Lasix Injection 20mg 5 x 2ml AMP,20
7,KE,Harleys,Arachis Pharmaceuticals,Rhinathiol Adult 5% Syrup 125ml,26
7,KE,Harleys,Arachis Pharmaceuticals,Rhinathiol Infant 2% Syrup 125ml - Paed,108
7,KE,Harleys,Arachis Pharmaceuticals,Rhinathiol Promethazine Syrup  125ml,80
7,KE,Harleys,Ascent Medimart MDS Cash,Rhinathiol Adult 5% Syrup 125ml,1
7,KE,Harleys,Ascent Medimart MDS Cash,Stilnox10mg Tablet's 14's - DDA,2
7,KE,Harleys,Astrapharm Chemists ltd,Rhinathiol Promethazine Syrup  125ml,2
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Flagyl Tablets 400mg 100's,2
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Maalox plus 200mg (4x10),2
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Maalox Stick Satchets 20's (Lemon),1
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Maalox Suspension 350ml,2
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Mucosolvan liquid 15mg/5ml 100ml,5
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Rhinathiol Adult 5% Syrup 125ml,2
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Rhinathiol Infant 2% Syrup 125ml - Paed,5
7,KE,Harleys,ATOM PHARMACEUTICALS LTD,Rhinathiol Promethazine Syrup  125ml,4
7,KE,Harleys,Ava Pharmacy,Epilim Chrono 500mg  Tablets 100's - DDA,1
7,KE,Harleys,Ava Pharmacy,Epilim Liquid 300ml -DDA,2
7,KE,Harleys,Ava Pharmacy,Maalox plus 200mg (4x10),5
7,KE,Harleys,Ava Pharmacy,Maalox Stick Satchets 20's (Lemon),5
7,KE,Harleys,Ava Pharmacy,Maalox Suspension 350ml,4
7,KE,Harleys,Ava Pharmacy,Rhinathiol Adult 5% Syrup 125ml,5
7,KE,Harleys,Ava Pharmacy,Rhinathiol Infant 2% Syrup 125ml - Paed,12
7,KE,Harleys,Ava Pharmacy,Rhinathiol Promethazine Syrup  125ml,12
7,KE,Harleys,Avenue Healthcare Limited,Amaryl Tablets 2mg  30's,-1
7,KE,Harleys,Avenue Healthcare Limited,Aprovasc 150mg/5mg tablets 28's,4
7,KE,Harleys,Avenue Healthcare Limited,Aprovasc 300mg/5mg tablets 28's,1
7,KE,Harleys,Avenue Healthcare Limited,Flagyl Tablets 400mg 100's,28
7,KE,Harleys,Avenue Healthcare Limited,Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,-8
7,KE,Harleys,Avenue Healthcare Limited,Fleming 457mg/5ml Dry Powder For Suspension 70ml,27
7,KE,Harleys,Avenue Healthcare Limited,Fleming 625mg Tablets 14's,35
7,KE,Harleys,Avenue Healthcare Limited,Lasix Injection 20mg 5 x 2ml AMP,129
7,KE,Harleys,Avenue Healthcare Limited,Mucosolvan liquid 15mg/5ml 100ml,10
7,KE,Harleys,Avenue Healthcare Limited,No-Spa 40mg Tablets 100's,2
7,KE,Harleys,Avenue Healthcare Limited,NO-SPA Tablets 40mg 100's,2
7,KE,Harleys,Avenue Healthcare Limited,Rhinathiol Adult 5% Syrup 125ml,79
