country,distributor,distributor_customer_name,sanofi_customer_name
KE,HIGHCHEM,ALFAJIRI PHARMACY,ALFAJIRI PHARMACEUTICALS LTD
KE,HIGHCHEM,MBETI PHARMACY,MBETI PHARMACY
KE,HIGHCHEM,MEDINA PHARMACY,MEDINA PHARMACY LIMITED
KE,HIGHCHEM,TENWEK MISSION HOSPITAL,TENWEK HOSPITAL
KE,HIGHCHEM,TRANSCHEM PHARMACEUTICAL,TRANSCHEM PHARMACEUTICALS
KE,LABOREX,A.I.C. KIJABE HOSPITAL,A.I.C. KIJABE HOSPITAL
KE,LABOREX,AIC KIJABE HOSPITAL,A.I.C. KIJABE HOSPITAL
KE,LABOREX,CENTRAL BANK OF KENYA,CENTRAL BANK OF KENYA
KE,LABOREX,COPTIC HOSPITAL,COPTIC HOSPITAL
KE,LABOREX,ELEMENTAITA,ELEMENTAITA PHARMACEUTICALS
KE,LABOREX,FORCE MEMORIAL HOSPITAL,FORCES MEMORIAL HOSPITAL
KE,LABOREX,FORCES MEMORIAL,FORCES MEMORIAL HOSPITAL
KE,LABOREX,FORCES MEMORIAL HOSPITAL,FORCES MEMORIAL HOSPITAL
KE,LABOREX,KENYA AIRFORCE,KENYA AIR FORCE
KE,LABOREX,KENYA NAVY,KENYA NAVY BASE
KE,LABOREX,KENYA PORTS AUTHORITY,KENYA PORTS AUTHORITY
KE,LABOREX,KNH MAIN WING,KENYATTA NATIONAL HOSPITAL
KE,LABOREX,KNH PRIVATE WING,KENYATTA NATIONAL HOSPITAL
KE,LABOREX,KPA,KENYA PORTS AUTHORITY
KE,LABOREX,MARY HELP OF THE SICK,MARY HELP OF THE SICK
KE,LABOREX,MEDS,MISSION FOR ESSENTIAL DRUGS (M.E.D.S)
KE,LABOREX,MUTINDWA CHEMISTS,MUTINDWA CHEMISTS LTD
KE,LABOREX,P.C.E.A CHOGORIA HOSPITAL,PCEA CHOGORIA HOSPITAL        
KE,LABOREX,PCEA KIKUYU-GENERAL UNIT,P.C.E.A. KIKUYU HOSPITAL
KE,LABOREX,TENWEK HOSPITAL,TENWEK HOSPITAL
KE,LABOREX,THE KENYA ARMY,KENYA ARMY HEADQUARTERS
KE,LABOREX,UNIVERSITY OF NAIROBI STAFF,UNIVERSITY OF NAIROBI - CLINIC
KE,LABOREX,UON STAFF,UNIVERSITY OF NAIROBI STAFF   
KE,SURGIPHARM,AAR HEALTHCARE (KENYA) LIMITED - NBI,AAR HEALTHCARE KENYA LTD
KE,SURGIPHARM,AGA KHAN HEALTH SERVICES(KSM),AGA KHAN HOSPITAL KISUMU
KE,SURGIPHARM,AGA KHAN HOSPITAL (MSA),AGA KHAN HOSPITAL MOMBASA
KE,SURGIPHARM,AGA KHAN HOSPITAL (NRB),AGA KHAN HOSPITAL NAIROBI
KE,SURGIPHARM,ARMY DRUG STORE (SUSP A/C),KENYA ARMY HEADQUARTERS
KE,SURGIPHARM,AVENUE HEALTHCARE - ELDORET,AVENUE HEALTHCARE - ELDORET
KE,SURGIPHARM,AVENUE HEALTHCARE - KISUMU,AVENUE HEALTHCARE - KISUMU
KE,SURGIPHARM,AVENUE HEALTHCARE LTD(MSA),AVENUE HEALTHCARE LTD MOMBASA
KE,SURGIPHARM,AVENUE HEALTHCARE-LANGATA,AVENUE HEALTHCARE-LANGATA
KE,SURGIPHARM,BLISS GVS HEALTHCARE LTD.,BLISS GVS HEALTHCARE LTD/ ASTERIXS
KE,SURGIPHARM,COAST PROVINCIAL  HOSP.,COAST PROVINCIAL HOSP.
KE,SURGIPHARM,COPTIC CHURCH NURSING HOME,COPTIC HOSPITAL
KE,SURGIPHARM,FORCES MEM HOSP ,FORCES MEMORIAL HOSPITAL
KE,SURGIPHARM,FORCES MEM HOSP (SUSP A/C ),FORCES MEMORIAL HOSPITAL
KE,SURGIPHARM,GOODLIFE PHARMACY LTD,GOODLIFE PHARMACY LIMITED
KE,SURGIPHARM,KENYA AIR FORCE ,KENYA AIR FORCE
KE,SURGIPHARM,KENYA AIR FORCE (SUSP A/C),KENYA AIR FORCE
KE,SURGIPHARM,KENYA ASS.OF EPILEPTICS(KAWE),KENYA ASS.OF EPILEPTICS(KAWE)
KE,SURGIPHARM,KENYA NAVY (SUSP A/C),KENYA NAVY BASE
