MONTH,COUNTRY,CUSTOMER,PRODUCT,UNITS,VALUE
8,KE,ALFAJIRI PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,2,0.02
8,KE,BEL-EA PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,BURHANI PHARMACY - MOMBASA,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,CENTURION PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,DOCPHARMA LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,DR. IGNATIUS MUTURI,ALLSTAR MEDSU PEN1 XE,4,0.04
8,KE,EASTLEIGH PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,2,0.02
8,KE,ELDOCHEM PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,0,0
8,KE,ELDOHOSP PHARMACEUTICALS LTD - Eldoret,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,FREB PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,GURU NANAK RAMGARHIA SIKH HOSPITAL,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,HIGHRIDGE PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,2,0.02
8,KE,JALARAM MEDICAL CENTER,ALLSTAR MEDSU PEN1 XE,13,0.13
8,KE,KERU HEALTHCARE,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,KRISHNA CHEMIST LTD,ALLSTAR MEDSU PEN1 XE,15,0.16
8,KE,LAKEPHARM LIMITED KISUMU AC,ALLSTAR MEDSU PEN1 XE,0,0
8,KE,LIONS SIGHTFIRST EYE HOSPITAL,ALLSTAR MEDSU PEN1 XE,24,0.25
8,KE,MPESA CASH ACCOUNT NAKURU,ALLSTAR MEDSU PEN1 XE,0,0
8,KE,NAIROBI WOMENS HOSPITAL LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,NEW LEMUMA PHARMACY CO LTD,ALLSTAR MEDSU PEN1 XE,6,0.06
8,KE,NILA PHARMACEUTICALS,ALLSTAR MEDSU PEN1 XE,6,0.06
8,KE,NYERI MED SERV LTD/OUTSPAN HSP,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,OMAERA PHARMACEUTICALS LTD.,ALLSTAR MEDSU PEN1 XE,1,0.02
8,KE,ORION PHARMACY LTD.,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,OTHAYA CHEMISTS,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,SAGITARIX LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,ST. MATIA MULUMBA HOSPITAL,ALLSTAR MEDSU PEN1 XE,3,0.03
8,KE,SUNCITY CHEMISTS LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,SURGIK PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,0,0
8,KE,ALFAJIRI PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,2,0.02
8,KE,BEL-EA PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,BURHANI PHARMACY - MOMBASA,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,CENTURION PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,DOCPHARMA LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,DR. IGNATIUS MUTURI,ALLSTAR MEDSU PEN1 XE,5,0.05
8,KE,EASTLEIGH PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,2,0.02
8,KE,ELDOCHEM PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,0,0
8,KE,ELDOHOSP PHARMACEUTICALS LTD - Eldoret,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,FREB PHARMACEUTICALS LTD,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,GURU NANAK RAMGARHIA SIKH HOSPITAL,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,HIGHRIDGE PHARMACY LTD,ALLSTAR MEDSU PEN1 XE,2,0.03
8,KE,JALARAM MEDICAL CENTER,ALLSTAR MEDSU PEN1 XE,14,0.15
8,KE,KERU HEALTHCARE,ALLSTAR MEDSU PEN1 XE,1,0.01
8,KE,KRISHNA CHEMIST LTD,ALLSTAR MEDSU PEN1 XE,17,0.18
