Distributor_Product_Name,Quantity,Expiry,country,distributor_name
Bioferon Capsules 30's,1202,,KE,Harleys
Bronchicum Elixir S 100ml,12,,KE,Harleys
Buscopan injection 20mg/ml  - 5s,1451,,KE,Harleys
Buscopan plus tablets 50's,23229,,KE,Harleys
Enterogermina Oral Suspension 10 x 5ml,2273,,KE,Harleys
Ercefuryl 4% Syrup 90ml,22,,KE,Harleys
Ibex Capsule 2 x 12's,1679,,KE,Harleys
Maalox Stick Satchets 20's,4556,,KE,Harleys
Mucosolvan liquid 15mg/5ml 100ml,29286,,KE,Harleys
NO-SPA Tablets 40mg 100's,792,,KE,Harleys
No-Spa 40mg/2ml Injection 25's,30,,KE,Harleys
No-Spa Tablets 40mg 20's,3,,KE,Harleys
Paraflam Tablets 10's,178,,KE,Harleys
Rhinathiol 2% Syrup 125ml - Paed,795,,KE,Harleys
Rhinathiol 5% Syrup 125ml,1983,,KE,Harleys
Rhinathiol Promethazine Syrup  125ml,24145,,KE,Harleys
Amaryl M 2mg/500mgtablets 30's,1352,,KE,Harleys
Amaryl M SR 2mg/500mg tablets 30's,82,,KE,Harleys
Amaryl Tablets 1mg  30's,761,,KE,Harleys
Apidra Solostar 300IU pens 5s - COLD CHAIN,32,,KE,Harleys
Aprovasc 150mg/10mg tablets 28's,1,,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,256,,KE,Harleys
Aprovasc 300mg/5mg tablets 28's,2,,KE,Harleys
Aprovel 150mg tablets 28's,120,,KE,Harleys
Aprovel 300mg tablets 28's,166,,KE,Harleys
Axacef 250mg Tablets 10's,5,,KE,Harleys
Axacef 500mg Tablets 10's,59,,KE,Harleys
Clexane 40mg inj 2's,9073,,KE,Harleys
Clexane 80mg injection 2's,2663,,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,762,,KE,Harleys
Daonil 5mg Tablets 100's,4,,KE,Harleys
Eloxatin 5mg/ml  Injection 10ml,18,,KE,Harleys
Epilim Chrono 300mg  Tablets 100's,411,,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,501,,KE,Harleys
Epilim EC 200mg tablets 100's - DDA,295,,KE,Harleys
Epilim Liquid 300ml,3,,KE,Harleys
Flagentyl  500mg Tablets 4's,5910,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,22,,KE,Harleys
Fleming 1gm Tablets 14's,1054,,KE,Harleys
Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,9236,,KE,Harleys
Lantus 300iu /3ml inj  Cartridges  5'S - COLD CHAIN,8,,KE,Harleys
Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,1302,,KE,Harleys
Lantus vial 10ml - COLD CHAIN,110,,KE,Harleys
Maalox plus 200mg (4x10),1925,,KE,Harleys
Orelox 100mg tablets 10's,4,,KE,Harleys
Orelox 40mg/5ml suspension 100ml,1924,,KE,Harleys
Orelox 40mg/5ml suspension 50ml,1012,,KE,Harleys
Plavix 75mg Tablets 28's,444,,KE,Harleys
Stilnox10mg Tablet's 14's - DDA,5899,,KE,Harleys
Tavanic Tablets 500mg 5's,1707,,KE,Harleys
Taxotere 20mg/Vial,166,,KE,Harleys
Taxotere 80mg/4ml Injection Vial,100,,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,5,,KE,Harleys
Xatral 5mg Tablets 56's,86,,KE,Harleys
Zoxon 1gm Injection 1's,11002,,KE,Harleys
AMARYL M 2mg/500mg 30'S,375,,KE,Highchem
AMARYL TABS 1.0mg 30'S,914,,KE,Highchem
AMARYL TABS 2.0mg 30'S,30,,KE,Highchem
AMARYL TABS 4.0mg 30'S,12,,KE,Highchem
APROVASC 150/5mg TABS 28'S,77,,KE,Highchem
APROVASC 150-10 MG 28'S,81,,KE,Highchem
APROVASC 300-10 MG 28'S,81,,KE,Highchem
APROVASC 300-5MG TABS,15,,KE,Highchem
