MONTH,COUNTRY,DISTRIBUTOR,CUSTOMER,PRODUCT,QUANTITY_UNITS
4,KE,Harleys,A G Pharmaceutical,Buscopan plus tablets 50's,10
4,KE,Harleys,A G Pharmaceutical,Maalox plus 200mg (4x10),14
4,KE,Harleys,A G Pharmaceutical,Rhinathiol Adult 5% Syrup 125ml,13
4,KE,Harleys,A G Pharmaceutical,Rhinathiol Infant 2% Syrup 125ml - Paed,27
4,KE,Harleys,A G Pharmaceutical,Rhinathiol Promethazine Syrup  125ml,40
4,KE,Harleys,A To Z Pharmacy CR,Tritace 2.5mg tabs 28's,2
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Amaryl M 2mg/500mgtablets 30's,6
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovel 150mg tablets 28's,1
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Aprovel 300mg tablets 28's,3
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Coaprovel Tablets 150/12.5 mg 28's,4
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Flagentyl  500mg Tablets 4's,19
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Flagyl Suspension 200mg/5ml 100ml,18
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Flagyl Tablets 400mg 100's,9
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 1gm Tablets 14's,5
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 228.5mg/5ml Dry Powder For Suspension 70ml,29
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Fleming 457mg/5ml Dry Powder For Suspension 70ml,12
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Lantus Solostar 100u/3ml 5's PENS - COLD CHAIN,6
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Mucosolvan liquid 15mg/5ml 100ml,453
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,NO-SPA Tablets 40mg 100's,1
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 100mg tablets 10's,10
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 40mg/5ml suspension 100ml,89
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Orelox 40mg/5ml suspension 50ml,4
4,KE,Harleys,AAR HEALTHCARE KENYA LIMITED,Stilnox10mg Tablet's 14's - DDA,2
