Distributor_Product_Name,Quantity,Expiry,country,distributor_name
Amaryl Tablets 1mg  30's,52,,KE,Harleys
Amaryl Tablets 2mg  30's,424,,KE,Harleys
Amaryl Tablets 4mg  30's,202,,KE,Harleys
Aprovasc 150mg/5mg tablets 28's,5,,KE,Harleys
Aprovasc 300mg/10mg tablets 28's,0,,KE,Harleys
Aprovel 150mg tablets 28's,3,,KE,Harleys
Axacef 250mg Tablets 10's,242,,KE,Harleys
Axacef 500mg Tablets 10's,2714,,KE,Harleys
Clexane 20mg injection 2's,92,,KE,Harleys
Clexane 40mg inj 2's,1861,,KE,Harleys
Clexane 60mg inj 2's,431,,KE,Harleys
Clexane 80mg injection 2's,816,,KE,Harleys
Coaprovel Tablets 150/12.5 mg 28's,49,,KE,Harleys
Coaprovel Tablets 300/12.5mg 28's,147,,KE,Harleys
Epilim Chrono 500mg  Tablets 100's - DDA,0,,KE,Harleys
Epilim EC 200mg tablets 100's - DDA,221,,KE,Harleys
Epilim IV 400mg/4ml Vial,0,,KE,Harleys
Flagentyl  500mg Tablets 4's,1888,,KE,Harleys
Flagyl Injection 500mg/100ml,3720,,KE,Harleys
Flagyl Suspension 200mg/5ml 100ml,894,,KE,Harleys
Flagyl Tablets 400mg 100's,768,,KE,Harleys
Fleming 1gm Tablets 14's,117,,KE,Harleys
Fleming 457mg/5ml Dry Powder For Suspension 70ml,504,,KE,Harleys
Fleming 625mg Tablets 14's,1179,,KE,Harleys
Lantus Solostar 100u/3ml 5's - COLD CHAIN,168,,KE,Harleys
Lasix 40mg Tablets 20's,1522,,KE,Harleys
Lasix Injection 20mg 5 x 2ml AMP,434,,KE,Harleys
Orelox 100mg tablets 10's,204,,KE,Harleys
Orelox 200mg Tablets 10's,57,,KE,Harleys
Orelox 40mg/5ml suspension 100ml,928,,KE,Harleys
Orelox 40mg/5ml suspension 50ml,89,,KE,Harleys
Proxacin 500mg Tablets 10's,30,,KE,Harleys
Resonium Adult Powder 454gms,5,,KE,Harleys
Rifocin injection 250mg/3ml - COLD CHAIN,73,,KE,Harleys
Targocid 400mg/3ml inj I.M/I.V amp,5,,KE,Harleys
Tavanic Tablets 500mg 5's,239,,KE,Harleys
Tritace 10mg Capsules 30's,44,,KE,Harleys
Tritace 5mg tablets 28's,52,,KE,Harleys
Tritace Tablets 5mg 30`s,4,,KE,Harleys
Tritazide 5mg/25mg Tablets 28's,14,,KE,Harleys
Xatral 5mg Tablets 56's,196,,KE,Harleys
Xatral LP Tablets 10mg 30's,58,,KE,Harleys
