MONTH,COUNTRY,DISTRIBUTOR,Distributor NAMING,QUANTITY_UNITS
1,KE,highchem,AMARYL M 2mg/500mg 30'S,450
1,KE,highchem,AMARYL TABS 1.0mg 30'S,135
1,KE,highchem,AMARYL TABS 2.0mg 30'S,312
1,KE,highchem,AMARYL TABS 3.0mg 30'S,49
1,KE,highchem,AMARYL TABS 4.0mg 30'S,53
1,KE,highchem,APIDRA SOLOSTAR 3ML*5,6
1,KE,highchem,APROVEL 300mg TABS 28'S,18
1,KE,highchem,ARTESUNATE AMO 100mg/270mg 3's,491
1,KE,highchem,ARTESUNATE AMO.25mg/67.5mg 3's,"51,201"
1,KE,highchem,ARTESUNATE AMOD 100MG/270 6's,20
1,KE,highchem,ARTESUNATE AMOD 50mg/135mg 3's,"14,973"
1,KE,highchem,BRONCHICUM ELIXIR 100ml,2
1,KE,highchem,CLEXANE 20mg 2'S,355
1,KE,highchem,CLEXANE 40mg 2'S,68
1,KE,highchem,CLEXANE 60mg 2'S,328
1,KE,highchem,CLEXANE 80mg 2'S,190
1,KE,highchem,CORDARONE TAB 200mg 30'S,57
1,KE,highchem,DULCOLAX 5MG TABS BL3X10,6171
1,KE,highchem,ENTEROGERMINA 5.0ml 10'S,1842
1,KE,highchem,EPILIM 200mg TABS EC 100'S,990
1,KE,highchem,EPILIM 300ml SYRUP,1824
1,KE,highchem,EPILIM CHRONO 300mg TABS 100'S,341
1,KE,highchem,EPILIM CHRONO 500mg TABS 100'S,743
1,KE,highchem,ERCEFURYL 200mg CAPS 28'S,844
1,KE,highchem,ERCEFURYL 4% 90ML SUSPENSION,456
1,KE,highchem,FLAGENTYL 500mg TABS,1490
1,KE,highchem,FLAGYL 400mg TABS 100'S,667
1,KE,highchem,FLEMING 1000mg+200mg 5's INJ,94
1,KE,highchem,FLEMING 875mg+125mg TABS 14'S,1242
1,KE,highchem,LANTUS 10ml VIAL,53
1,KE,highchem,LANTUS SOLOSTAR 3ml 5'S,283
1,KE,highchem,LASIX 40mg TABS 20'S,4160
1,KE,highchem,MAALOX PLUS 200MG TABS BL4X10,1
1,KE,highchem,MUCOSOLVAN 1.5G/100ML SYR BT1,2988
1,KE,highchem,NO SPA 40mg TABS 100'S,96
1,KE,highchem,NO SPA 40mg/2ml INJECTION 25'S,10
1,KE,highchem,NO SPA 40mg/2ml INJECTION 5'S,50
1,KE,highchem,ORELOX 100mg TABS 10'S,114
1,KE,highchem,ORELOX 200mg TABS 10'S,390
1,KE,highchem,ORELOX 50ml SUSPENSION,12
1,KE,highchem,PLAVIX 75mg TABS 28'S,270
1,KE,highchem,RESONIUM 454g ADULT POWDER,263
1,KE,highchem,RHINATHIOL AD 125ml SP,1205
1,KE,highchem,RHINATHIOL ENFT 125ml SP,1900
1,KE,highchem,RHINATHIOL PROM 125ml SP,4
1,KE,highchem,STILNOX 10mg TABS 14'S,623
1,KE,highchem,TAVANIC 500mg TABS 5'S,1125
1,KE,highchem,TAVANIC INJECTION 500mg,280
1,KE,highchem,TRITACE 2.5 MG TABS 28s,140
1,KE,highchem,XATRAL LP 10mg TABS 30'S,350
1,KE,highchem,XATRAL LP TABLETS 5MG*56s,30
1,KE,laborex,ALL STAR PEN                  ,604
1,KE,laborex,AMARYL M 2MG CP B/30          ,1685
1,KE,laborex,AMARYL M SR 2MG CP B/30       ,259
1,KE,laborex,AMARYL TABS 1MG 30'S          ,153
1,KE,laborex,AMARYL TABS 2MG 30'S          ,3366
1,KE,laborex,AMARYL TABS 4MG 30'S          ,1481
1,KE,laborex,APIDRA SOLOSTAR 100IU/ML 3ML/5,0
1,KE,laborex,APROVASC 150-5MG CP B/28      ,164
1,KE,laborex,APROVASC 300-10MG CP B/28     ,279
1,KE,laborex,APROVASC 300-5MG CP B/28      ,63
1,KE,laborex,APROVEL 150MG RM CP B/28      ,134
1,KE,laborex,APROVEL 300MG RM CP B/28      ,72
1,KE,laborex,BRONCHICUM ELIXIR 100ML       ,2259
1,KE,laborex,BUSCOPAN AMPOULES 20MG 5'S    ,77
1,KE,laborex,BUSCOPAN PLUS TABS 50'S      .,0
1,KE,laborex,BUSCOPAN TABS 10MG 50'S      .,6297
1,KE,laborex,CLEXANE 40MG INJ 2'S          ,4304
1,KE,laborex,CLEXANE INJ  20MG 2'S         ,1350
1,KE,laborex,CLEXANE INJ  60MG 2'S         ,10973
1,KE,laborex,CLEXANE INJ 80MG 2'S          ,5091
1,KE,laborex,"CO APROVEL 150/12,5MG RMCP/28 ",472
1,KE,laborex,"CO APROVEL 300/12,5MG RMCP/28 ",387
1,KE,laborex,CORDARONE 200MG CP B/30       ,200
1,KE,laborex,DAONIL TABS 5MG 100'S         ,0
1,KE,laborex,DULCOLAX TABS 5MG 30'S       .,14586
1,KE,laborex,ENTEROGERMINA 2M/5ML F/10     ,42281
1,KE,laborex,EPILIM CHRONO 300MG TABS      ,406
1,KE,laborex,EPILIM CHRONO TABS 500MG 100S ,106
1,KE,laborex,EPILIM EC TABS 200MG 100'S    ,489
1,KE,laborex,EPILIM IV 400MG PER VIAL      ,436
1,KE,laborex,EPILIM SYRUP 200MG/5ML 300ML  ,2522
1,KE,laborex,ERCEFURYL 200MG GELU B/28     ,270
1,KE,laborex,ERCEFURYL SUSP BUV F/90ML     ,342
1,KE,laborex,FLAGENTYL 500MG CP B/4        ,3111
1,KE,laborex,FLAGYL INFUSION 100ML         ,0
1,KE,laborex,FLAGYL SUSP 200MG 100ML       ,170
1,KE,laborex,FLAGYL TABS 400MG 100'S       ,8385
1,KE,laborex,LANTUS 100UI VIAL 10ML        ,238
1,KE,laborex,LANTUS 300IU/3ML CART/5       ,489
1,KE,laborex,LANTUS SOLOSTAR 100IU 3ML 5'S ,339
1,KE,laborex,LASIX INJ 20MG/2ML AMP 5'S    ,8099
1,KE,laborex,LASIX TABS 40MG 20'S          ,9914
1,KE,laborex,"MAALOX ME CIT SUSP4,3MLSAC/20 ",3512
1,KE,laborex,MAALOX PLUS 200MG TABS 40'S  .,1349
1,KE,laborex,MAALOX PLUS SUSP 150ML        ,0
1,KE,laborex,MAALOX SUSP 350ML             ,475
1,KE,laborex,MONOTILDIEM SR 200MG TAB 28'S ,133
1,KE,laborex,"MUCOSOLVAN 1,5G/100ML SIR    .",8468
1,KE,laborex,NO SPA 40MG CP B/100          ,363
1,KE,laborex,NO SPA 40MG CP B/20           ,139
1,KE,laborex,NO SPA 40MG INJ 2ML B/25      ,313
1,KE,laborex,NO SPA 40MG INJ 2ML B/5       ,134
1,KE,laborex,NO SPA 80MG CP B/20           ,23
1,KE,laborex,ORELOX 100MG CP B/10          ,2118
1,KE,laborex,ORELOX 200MG CP B/10          ,1249
1,KE,laborex,ORELOX ENF 40MG/5ML SUS/100ML ,6151
1,KE,laborex,ORELOX ENF 40MG/5ML SUSP/50ML ,2184
1,KE,laborex,PLAVIX 75MG CP B/28 AFR       ,491
1,KE,laborex,RHINATHIOL AD 5% SP F/125ML   ,1944
1,KE,laborex,"RHINATHIOL ENF 2% 2,5G /125ML ",11273
1,KE,laborex,RHINATHIOL PROMETH SP 125ML   ,19030
1,KE,laborex,RIFAFOUR TABLETS 84'S         ,0
1,KE,laborex,RIFINAH 150/75MG TABS 56'S    ,9
