MONTH,COUNTRY,CUSTOMER,PRODUCT,UNITS,VALUE
9,KE,A G PHARMACEUTICAL,AMARYL 1MG 30 TABS,37,0.009778384
9,KE,A G PHARMACEUTICAL,AMARYL 2MG 30 TABS,138,0.020470138
9,KE,A G PHARMACEUTICAL,AMARYL 4MG 30 TABS,307,0.025268605
9,KE,A G PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE,298,0.04800461
9,KE,A G PHARMACEUTICAL,APROVASC 150/5,126,0.010333191
9,KE,A G PHARMACEUTICAL,APROVASC 300/5,198,0.013745873
9,KE,A G PHARMACEUTICAL,APROVEL 150MG TABCO BL2X14 RM M36 XE,291,0.026067528
9,KE,A G PHARMACEUTICAL,APROVEL 300MG TABCO BL2X14 RM M36 XE,379,0.02622534
9,KE,A G PHARMACEUTICAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,32,0.003534952
9,KE,A G PHARMACEUTICAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,832,0.052301285
9,KE,A G PHARMACEUTICAL,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,196,0.01540413
9,KE,A G PHARMACEUTICAL,EPILIM 12G/300ML SYR BTX1,422,0.059702415
9,KE,A G PHARMACEUTICAL,EPILIM 200MG TAB BL10X10,208,0.020909052
9,KE,A G PHARMACEUTICAL,EPILIM CHRONO 333-145MG T,333,0.011764594
9,KE,A G PHARMACEUTICAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,184,0.011318282
9,KE,A G PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE,62,0.035174999
9,KE,A G PHARMACEUTICAL,FLAGYL 400MG 100 TABS,88,0.016443469
9,KE,A G PHARMACEUTICAL,FLAGYL SUSPENSION 100ML,29,0.011594453
9,KE,A G PHARMACEUTICAL,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,133,0.004753062
9,KE,A G PHARMACEUTICAL,LANTUS SOLOSTAR 100IU/ML 3ML 5,8397,0.2289159
9,KE,A G PHARMACEUTICAL,ORELOX 100MG TABCO BL1X10,47,0.006612283
9,KE,A G PHARMACEUTICAL,ORELOX 200MG 10CP,728,0.089041861
9,KE,A G PHARMACEUTICAL,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,197,0.029781038
9,KE,A G PHARMACEUTICAL,ORELOX 800MG/+ GRAN BTX1,645,0.064963222
9,KE,A G PHARMACEUTICAL,PLAVIX 75MG TABCO BL2X14 M36 XE,1509,0.076594449
9,KE,A G PHARMACEUTICAL,"TRITACE 2,5MG  28 TABS",40,0.00514266
9,KE,A G PHARMACEUTICAL,TRITACE 5MG 28 TABS,1936,0.14721526
9,KE,A G PHARMACEUTICAL,XATRAL 10MG TABCR BL3X10 S3 M36 XD,2400,0.110790309
9,KE,A G PHARMACEUTICAL,XATRAL 5MG TAB BL4X14 S3 M36 XD,184,0.008931378
9,KE,A TO Z PHARMACY LTD,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,73,0.008003
9,KE,A TO Z PHARMACY LTD,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE,73,0.005879938
9,KE,A TO Z PHARMACY LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE,105,0.005768976
9,KE,A TO Z PHARMACY LTD,EPILIM 12G/300ML SYR BTX1,77,0.010889231
9,KE,A TO Z PHARMACY LTD,EPILIM 200MG TAB BL10X10,135,0.013556005
9,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 333-145MG T,1320,0.046643483
9,KE,A TO Z PHARMACY LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,119,0.007311341
9,KE,A TO Z PHARMACY LTD,LANTUS VIAL 10MG 1,24,0.004014552
9,KE,A TO Z PHARMACY LTD,ORELOX 200MG 10CP,143,0.017437191
9,KE,A TO Z PHARMACY LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE,78,0.011879254
9,KE,A TO Z PHARMACY LTD,ORELOX 800MG/+ GRAN BTX1,110,0.011095127
9,KE,A TO Z PHARMACY LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD,375,0.017323764
9,KE,A TO Z PHARMACY LTD,XATRAL 2.5MG TABCO BL2X15 S3 M36 XE,21,0.003014666
