MONTH,COUNTRY,CUSTOMER,PRODUCT,UNITS,VALUE
3,KE,A G PHARMACEUTICAL,AMARYL 1MG 30 TABS,38,0.009819412
3,KE,A G PHARMACEUTICAL,AMARYL 2MG 30 TABS,139,0.020556027
3,KE,A G PHARMACEUTICAL,AMARYL 4MG 30 TABS,308,0.025374627
3,KE,A G PHARMACEUTICAL,AMARYL MIR 2-500MG TABCO BL3X10 XE,299,0.048206028
3,KE,A G PHARMACEUTICAL,APROVASC 150/5,127,0.010376547
3,KE,A G PHARMACEUTICAL,APROVASC 300/5,199,0.013803548
3,KE,A G PHARMACEUTICAL,APROVEL 150MG TABCO BL2X14 RM M36 XE,292,0.026176902
3,KE,A G PHARMACEUTICAL,APROVEL 300MG TABCO BL2X14 RM M36 XE,380,0.026335376
3,KE,A G PHARMACEUTICAL,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE,32,0.003549784
3,KE,A G PHARMACEUTICAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD,836,0.052520731
3,KE,A G PHARMACEUTICAL,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD,197,0.015468763
3,KE,A G PHARMACEUTICAL,EPILIM 12G/300ML SYR BTX1,424,0.059952915
3,KE,A G PHARMACEUTICAL,EPILIM 200MG TAB BL10X10,209,0.020996782
3,KE,A G PHARMACEUTICAL,EPILIM CHRONO 333-145MG T,334,0.011813956
3,KE,A G PHARMACEUTICAL,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE,185,0.011365772
3,KE,A G PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE,62,0.035322586
3,KE,A G PHARMACEUTICAL,FLAGYL 400MG 100 TABS,88,0.016512463
3,KE,A G PHARMACEUTICAL,FLAGYL SUSPENSION 100ML,29,0.011643101
3,KE,A G PHARMACEUTICAL,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE,134,0.004773005
3,KE,A G PHARMACEUTICAL,LANTUS SOLOSTAR 100IU/ML 3ML 5,8432,0.229876386
3,KE,A G PHARMACEUTICAL,ORELOX 100MG TABCO BL1X10,48,0.006640027
3,KE,A G PHARMACEUTICAL,ORELOX 200MG 10CP,731,0.089415463
