GMID,movement_code,Quantity,discount,Customer Name,Country,Distributor
261605,SA,33,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,303,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,151,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,185,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,672,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,672,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261605,SA,2016,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
196681,SA,144,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306222,SA,1890,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306222,SA,1620,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306222,SA,45,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306222,SA,45,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306225,SA,1800,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306226,SA,180,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
306226,SA,720,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247831,SA,1296,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247831,SA,432,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247832,SA,288,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247832,SA,432,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247832,SA,75,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
247832,SA,69,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
643216,SA,640,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
505579,SA,4320,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
505579,SA,1440,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
505579,SA,204,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
505579,SA,36,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,270,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,20,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,101,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,135,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,34,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298689,SA,2835,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
222428,SA,184,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
222428,SA,192,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
222428,SA,8,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
545747,SA,100,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
545747,SA,20,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
545747,SA,600,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
261610,SA,1008,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,1680,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,280,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,400,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
305481,SA,600,,DUGDA AGRO INDUSTRY PRIVATE LIMITED,ET,EPDIS
298693,SN,56,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,1008,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,19,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,37,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,1008,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,112,,SURGIPHARM LIMITED,KE,EPDIS
615902,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
615902,SN,10,,SURGIPHARM LIMITED,KE,EPDIS
615902,SN,160,,SURGIPHARM LIMITED,KE,EPDIS
615902,SN,30,,SURGIPHARM LIMITED,KE,EPDIS
615902,SN,640,,SURGIPHARM LIMITED,KE,EPDIS
312451,SN,1120,,SURGIPHARM LIMITED,KE,EPDIS
287550,SN,160,,SURGIPHARM LIMITED,KE,EPDIS
671538,SN,10,,SURGIPHARM LIMITED,KE,EPDIS
671538,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
671538,SN,30,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
479387,SN,1440,,SURGIPHARM LIMITED,KE,EPDIS
626630,SN,2040,,UBIPHARM BURKINA,BF,EPDIS
671538,SN,20,,SURGIPHARM LIMITED,KE,EPDIS
671538,SN,480,,SURGIPHARM LIMITED,KE,EPDIS
475991,SN,480,,SURGIPHARM LIMITED,KE,EPDIS
626630,SN,120,,TEDIS PHARMA TOGO,TG,EPDIS
626630,SN,80,,TEDIS PHARMA TOGO,TG,EPDIS
626630,SN,4,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,1800,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,3240,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,11,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,83,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,3360,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,97,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,720,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,19,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,16,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,2280,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,26,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,3840,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,360,,LABOREX ABIDJAN,CI,EPDIS
626630,SN,120,,ANICHEM PHARMACY,MU,EPDIS
626630,SN,120,,ANICHEM PHARMACY,MU,EPDIS
626630,SN,120,,ANICHEM PHARMACY,MU,EPDIS
626630,SN,120,,ANICHEM PHARMACY,MU,EPDIS
626630,SN,120,,ANICHEM PHARMACY,MU,EPDIS
626630,SN,120,,LABOREX CONGO,CG,EPDIS
626630,SN,120,,LABOREX CONGO,CG,EPDIS
475862,SN,128,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,1872,,OSONS CHEMIST LTD,GH,EPDIS
651969,SN,2160,,SURGIPHARM LIMITED,KE,EPDIS
651969,SN,2160,,SURGIPHARM LIMITED,KE,EPDIS
651969,SN,1260,,SURGIPHARM LIMITED,KE,EPDIS
651969,SN,60,,SURGIPHARM LIMITED,KE,EPDIS
651969,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
292174,SN,640,,SURGIPHARM LIMITED,KE,EPDIS
292174,SN,12,,SURGIPHARM LIMITED,KE,EPDIS
292174,SN,16,,SURGIPHARM LIMITED,KE,EPDIS
292174,SN,832,,SURGIPHARM LIMITED,KE,EPDIS
436418,SN,432,,SURGIPHARM LIMITED,KE,EPDIS
592593,SN,504,,SURGIPHARM LIMITED,KE,EPDIS
645818,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
645818,SN,87,,SURGIPHARM LIMITED,KE,EPDIS
645818,SN,93,,SURGIPHARM LIMITED,KE,EPDIS
645818,SN,180,,SURGIPHARM LIMITED,KE,EPDIS
645820,SN,720,,SURGIPHARM LIMITED,KE,EPDIS
414074,SN,16,,SURGIPHARM LIMITED,KE,EPDIS
414074,SN,80,,SURGIPHARM LIMITED,KE,EPDIS
414074,SN,23,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,1008,,SURGIPHARM LIMITED,KE,EPDIS
298693,SN,112,,SURGIPHARM LIMITED,KE,EPDIS
554510,SN,216,,SURGIPHARM LIMITED,KE,EPDIS
306225,SN,90,,SURGIPHARM LIMITED,KE,EPDIS
306225,SN,13,,SURGIPHARM LIMITED,KE,EPDIS
306225,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
306225,SN,77,,SURGIPHARM LIMITED,KE,EPDIS
306225,SN,360,,SURGIPHARM LIMITED,KE,EPDIS
247832,SN,288,,SURGIPHARM LIMITED,KE,EPDIS
298689,SN,1620,,SURGIPHARM LIMITED,KE,EPDIS
298691,SN,648,,SURGIPHARM LIMITED,KE,EPDIS
298691,SN,648,,SURGIPHARM LIMITED,KE,EPDIS
298691,SN,648,,SURGIPHARM LIMITED,KE,EPDIS
298691,SN,144,,SURGIPHARM LIMITED,KE,EPDIS
251781,SN,50,,SURGIPHARM LIMITED,KE,EPDIS
251781,SN,275,,SURGIPHARM LIMITED,KE,EPDIS
475862,SN,134,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,100,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,122,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,234,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,6,,OSONS CHEMIST LTD,GH,EPDIS
475862,SN,1404,,OSONS CHEMIST LTD,GH,EPDIS
626630,SN,360,,LABOREX CONGO,CG,EPDIS
626630,SN,240,,LABOREX CONGO,CG,EPDIS
626630,SN,3840,,LABOREX CONGO,CG,EPDIS
626630,SN,93,,LABOREX CONGO,CG,EPDIS
626630,SN,19,,LABOREX CONGO,CG,EPDIS
626630,SN,8,,LABOREX CONGO,CG,EPDIS
405069,SN,120,,SOPHARMAD,MG,EPDIS
405069,SN,66,,SOPHARMAD,MG,EPDIS
671538,SN,28,,SNIM,MR,EPDIS
671538,SN,280,,SNIM,MR,EPDIS
627327,SN,300,,MEX P/C SODIPHARM,SN,EPDIS
627327,SN,300,,MEX P/C SODIPHARM,SN,EPDIS
626630,SN,1440,,UBIPHARM MADAGASCAR SA,MG,EPDIS
626630,SN,120,,SEP - POINTE NOIRE,CG,EPDIS
626630,SN,120,,SEP - POINTE NOIRE,CG,EPDIS
626630,SN,120,,SEP - BRAZZAVILLE,CG,EPDIS
476933,SN,3200,,LABOREX MALI,ML,EPDIS
476933,SN,480,,LABOREX MALI,ML,EPDIS
476933,SN,42,,LABOREX MALI,ML,EPDIS
476933,SN,118,,LABOREX MALI,ML,EPDIS
476933,SN,160,,LABOREX MALI,ML,EPDIS
626630,SN,720,,SOMAPHAR,MG,EPDIS
405069,SN,90,,SOMAPHAR,MG,EPDIS
626630,SN,720,,LABOREX CAMEROUN,CM,EPDIS
626630,SN,50,,LABOREX CAMEROUN,CM,EPDIS
626630,SN,70,,LABOREX CAMEROUN,CM,EPDIS
626630,SN,2040,,LABOREX CAMEROUN,CM,EPDIS
